Geneid	tsid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENSMUSG00000091511	ENSMUST00000164227	26346	6	3339	556.5	5.0	23017.0	4603.4	1.0	18.0	18.0	1.0	770.0	770.0
ENSMUSG00000091512	ENSMUST00000168345	10241	7	1302	186.0	6.0	8951.0	1491.83	2.0	177.0	88.5	1.0	746.0	746.0
ENSMUSG00000091519	ENSMUST00000166956	43939	9	3150	350.0	8.0	40805.0	5100.62	2.0	86.0	43.0	2.0	32.0	16.0
ENSMUSG00000091528	ENSMUST00000173815	29343	7	2605	372.14	6.0	26750.0	4458.33	1.0	34.0	34.0	0.0	0.0	0.0
ENSMUSG00000091531	ENSMUST00000217590	5261	2	2785	1392.5	1.0	2478.0	2478.0	2.0	197.0	98.5	1.0	1662.0	1662.0
ENSMUSG00000091537	ENSMUST00000192801	7812	2	388	194.0	1.0	7426.0	7426.0	1.0	37.0	37.0	1.0	231.0	231.0
ENSMUSG00000091539	ENSMUST00000165255	922	1	922	922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091541	ENSMUST00000227399	8121	2	6780	3390.0	1.0	1343.0	1343.0	2.0	2815.0	1407.5	1.0	3066.0	3066.0
ENSMUSG00000091541	ENSMUST00000228714	8121	3	4576	1525.33	2.0	3549.0	1774.5	3.0	611.0	203.67	1.0	3066.0	3066.0
ENSMUSG00000091556	ENSMUST00000169499	68231	8	5189	648.62	7.0	63056.0	9008.0	0.0	0.0	0.0	1.0	268.0	268.0
ENSMUSG00000091563	ENSMUST00000170207	22260	7	1968	281.14	6.0	20304.0	3384.0	2.0	173.0	86.5	1.0	1140.0	1140.0
ENSMUSG00000091568	ENSMUST00000164139	21452	7	1963	280.43	6.0	19501.0	3250.17	4.0	424.0	106.0	1.0	1135.0	1135.0
ENSMUSG00000091569	ENSMUST00000164277	5453	5	1407	281.4	4.0	4054.0	1013.5	0.0	0.0	0.0	1.0	762.0	762.0
ENSMUSG00000091572	ENSMUST00000176328	32496	7	5156	736.57	6.0	27352.0	4558.67	2.0	675.0	337.5	1.0	1747.0	1747.0
ENSMUSG00000091572	ENSMUST00000232849	32496	7	10934	1562.0	6.0	21574.0	3595.67	2.0	675.0	337.5	2.0	8537.0	4268.5
ENSMUSG00000091572	ENSMUST00000233015	32496	7	5678	811.14	6.0	26830.0	4471.67	2.0	675.0	337.5	4.0	4459.0	1114.75
ENSMUSG00000091572	ENSMUST00000233241	32496	6	8147	1357.83	5.0	24359.0	4871.8	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091572	ENSMUST00000233531	32496	6	4297	716.17	5.0	28209.0	5641.8	2.0	675.0	337.5	1.0	1747.0	1747.0
ENSMUSG00000091572	ENSMUST00000233608	32496	6	8589	1431.5	5.0	23917.0	4783.4	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091572	ENSMUST00000233938	32496	7	7026	1003.71	6.0	25482.0	4247.0	2.0	675.0	337.5	4.0	4937.0	1234.25
ENSMUSG00000091572	ENSMUST00000233952	32496	8	5388	673.5	7.0	27122.0	3874.57	2.0	675.0	337.5	4.0	3298.0	824.5
ENSMUSG00000091584	ENSMUST00000163599	5259	5	1397	279.4	4.0	3870.0	967.5	2.0	205.0	102.5	1.0	752.0	752.0
ENSMUSG00000091585	ENSMUST00000165454	4223	4	1504	376.0	3.0	2725.0	908.33	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091586	ENSMUST00000237003	24095	13	2953	227.15	12.0	21166.0	1763.83	2.0	118.0	59.0	1.0	1250.0	1250.0
ENSMUSG00000091594	ENSMUST00000166837	21550	4	3677	919.25	3.0	17879.0	5959.67	1.0	66.0	66.0	1.0	2544.0	2544.0
ENSMUSG00000091601	ENSMUST00000219235	11805	2	2936	1468.0	1.0	8871.0	8871.0	2.0	656.0	328.0	1.0	1342.0	1342.0
ENSMUSG00000091604	ENSMUST00000163472	3316	2	302	151.0	1.0	3016.0	3016.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091614	ENSMUST00000234305	30998	5	1516	303.2	4.0	29490.0	7372.5	5.0	367.0	73.4	1.0	595.0	595.0
ENSMUSG00000091617	ENSMUST00000164366	17402	6	1823	303.83	5.0	15589.0	3117.8	3.0	229.0	76.33	1.0	1139.0	1139.0
ENSMUSG00000091618	ENSMUST00000170893	11565	6	2823	470.5	5.0	8752.0	1750.4	2.0	198.0	99.0	2.0	2029.0	1014.5
ENSMUSG00000091618	ENSMUST00000214645	11565	3	2386	795.33	2.0	9183.0	4591.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091620	ENSMUST00000172391	44989	6	8125	1354.17	5.0	36874.0	7374.8	1.0	152.0	152.0	1.0	5419.0	5419.0
ENSMUSG00000091620	ENSMUST00000233008	44989	7	8232	1176.0	6.0	36769.0	6128.17	1.0	152.0	152.0	5.0	7536.0	1507.2
ENSMUSG00000091620	ENSMUST00000233267	44989	7	8302	1186.0	6.0	36699.0	6116.5	1.0	152.0	152.0	5.0	7582.0	1516.4
ENSMUSG00000091620	ENSMUST00000233395	44989	5	11651	2330.2	4.0	33346.0	8336.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091624	ENSMUST00000233198	17330	7	7909	1129.86	6.0	9433.0	1572.17	1.0	92.0	92.0	2.0	5266.0	2633.0
ENSMUSG00000091624	ENSMUST00000233547	17330	7	7846	1120.86	6.0	9496.0	1582.67	1.0	92.0	92.0	2.0	5266.0	2633.0
ENSMUSG00000091625	ENSMUST00000203958	3649	4	420	105.0	3.0	3235.0	1078.33	1.0	43.0	43.0	1.0	195.0	195.0
ENSMUSG00000091631	ENSMUST00000232090	36829	6	11151	1858.5	5.0	25688.0	5137.6	1.0	27.0	27.0	1.0	8582.0	8582.0
ENSMUSG00000091635	ENSMUST00000053253	39261	6	5722	953.67	5.0	33549.0	6709.8	1.0	93.0	93.0	1.0	3129.0	3129.0
ENSMUSG00000091636	ENSMUST00000169935	49909	2	2298	1149.0	1.0	47613.0	47613.0	1.0	201.0	201.0	1.0	1887.0	1887.0
ENSMUSG00000091638	ENSMUST00000168794	925	2	896	448.0	1.0	31.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091638	ENSMUST00000173723	925	1	925	925.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091648	ENSMUST00000169433	2130	2	1323	661.5	1.0	809.0	809.0	2.0	185.0	92.5	1.0	113.0	113.0
ENSMUSG00000091649	ENSMUST00000166121	20389	9	1193	132.56	8.0	19212.0	2401.5	1.0	37.0	37.0	1.0	318.0	318.0
ENSMUSG00000091650	ENSMUST00000172191	9782	4	1868	467.0	3.0	7920.0	2640.0	2.0	129.0	64.5	1.0	733.0	733.0
ENSMUSG00000091651	ENSMUST00000170402	26543	6	3297	549.5	5.0	23256.0	4651.2	1.0	34.0	34.0	1.0	700.0	700.0
ENSMUSG00000091652	ENSMUST00000227798	3245	3	2412	804.0	2.0	837.0	418.5	3.0	1153.0	384.33	1.0	327.0	327.0
ENSMUSG00000091652	ENSMUST00000227864	3245	2	3124	1562.0	1.0	123.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091652	ENSMUST00000228062	3245	3	2368	789.33	2.0	881.0	440.5	3.0	1109.0	369.67	1.0	327.0	327.0
ENSMUSG00000091656	ENSMUST00000167464	18788	6	3498	583.0	5.0	15300.0	3060.0	1.0	124.0	124.0	1.0	781.0	781.0
ENSMUSG00000091656	ENSMUST00000233061	18788	6	3330	555.0	5.0	15468.0	3093.6	1.0	124.0	124.0	1.0	781.0	781.0
ENSMUSG00000091656	ENSMUST00000233933	18788	6	2982	497.0	5.0	15816.0	3163.2	1.0	124.0	124.0	1.0	781.0	781.0
ENSMUSG00000091657	ENSMUST00000167712	5328	5	1400	280.0	4.0	3936.0	984.0	0.0	0.0	0.0	2.0	768.0	384.0
ENSMUSG00000091662	ENSMUST00000176284	34731	4	3232	808.0	3.0	31505.0	10501.67	4.0	1359.0	339.75	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000176707	34731	5	3452	690.4	4.0	31287.0	7821.75	5.0	1579.0	315.8	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000226160	34731	6	2891	481.83	5.0	31850.0	6370.0	6.0	1018.0	169.67	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000226190	34731	6	2294	382.33	5.0	32447.0	6489.4	6.0	421.0	70.17	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000226228	34731	7	2514	359.14	6.0	32229.0	5371.5	7.0	641.0	91.57	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000226990	34731	6	2662	443.67	5.0	32079.0	6415.8	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091662	ENSMUST00000227853	34731	5	1971	394.2	4.0	32768.0	8192.0	5.0	335.0	67.0	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000228296	34731	6	2067	344.5	5.0	32674.0	6534.8	6.0	431.0	71.83	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000228478	34731	6	2191	365.17	5.0	32550.0	6510.0	6.0	555.0	92.5	1.0	914.0	914.0
ENSMUSG00000091662	ENSMUST00000228638	34731	7	2287	326.71	6.0	32456.0	5409.33	7.0	651.0	93.0	1.0	914.0	914.0
ENSMUSG00000091670	ENSMUST00000232768	32733	6	7790	1298.33	5.0	24953.0	4990.6	1.0	181.0	181.0	1.0	5910.0	5910.0
ENSMUSG00000091670	ENSMUST00000232803	32733	6	3726	621.0	5.0	29017.0	5803.4	1.0	181.0	181.0	1.0	1885.0	1885.0
ENSMUSG00000091670	ENSMUST00000233461	32733	6	8672	1445.33	5.0	24071.0	4814.2	1.0	181.0	181.0	1.0	5910.0	5910.0
ENSMUSG00000091670	ENSMUST00000233468	32733	5	7879	1575.8	4.0	24862.0	6215.5	1.0	181.0	181.0	1.0	5910.0	5910.0
ENSMUSG00000091670	ENSMUST00000233786	32733	6	9905	1650.83	5.0	22838.0	4567.6	1.0	181.0	181.0	1.0	8025.0	8025.0
ENSMUSG00000091670	ENSMUST00000233950	32733	7	8577	1225.29	6.0	24168.0	4028.0	1.0	181.0	181.0	1.0	5910.0	5910.0
ENSMUSG00000091676	ENSMUST00000163826	3039	4	676	169.0	3.0	2369.0	789.67	1.0	64.0	64.0	1.0	91.0	91.0
ENSMUSG00000091679	ENSMUST00000231286	42854	7	6065	866.43	6.0	36801.0	6133.5	1.0	246.0	246.0	2.0	3244.0	1622.0
ENSMUSG00000091680	ENSMUST00000225666	3952	1	3952	3952.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	160.0	160.0
ENSMUSG00000091682	ENSMUST00000164407	2515	3	522	174.0	2.0	1997.0	998.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091685	ENSMUST00000164216	118755	5	783	156.6	4.0	117980.0	29495.0	1.0	105.0	105.0	1.0	105.0	105.0
ENSMUSG00000091692	ENSMUST00000206529	7894	3	2966	988.67	2.0	4932.0	2466.0	1.0	164.0	164.0	1.0	629.0	629.0
ENSMUSG00000091694	ENSMUST00000166623	9342	4	2066	516.5	3.0	7282.0	2427.33	2.0	131.0	65.5	1.0	920.0	920.0
ENSMUSG00000091698	ENSMUST00000100643	8084	5	1728	345.6	4.0	6364.0	1591.0	1.0	27.0	27.0	2.0	1102.0	551.0
ENSMUSG00000091700	ENSMUST00000169465	8428	5	989	197.8	4.0	7447.0	1861.75	1.0	64.0	64.0	1.0	307.0	307.0
ENSMUSG00000091705	ENSMUST00000074806	3554	7	1269	181.29	6.0	2297.0	382.83	1.0	92.0	92.0	1.0	89.0	89.0
ENSMUSG00000091712	ENSMUST00000230616	40164	16	5756	359.75	15.0	34438.0	2295.87	2.0	130.0	65.0	1.0	3522.0	3522.0
ENSMUSG00000091718	ENSMUST00000165553	5234	5	1410	282.0	4.0	3832.0	958.0	0.0	0.0	0.0	1.0	765.0	765.0
ENSMUSG00000091721	ENSMUST00000212852	15531	3	1237	412.33	2.0	14298.0	7149.0	2.0	216.0	108.0	1.0	721.0	721.0
ENSMUSG00000091722	ENSMUST00000164848	73728	2	4474	2237.0	1.0	69256.0	69256.0	1.0	75.0	75.0	1.0	3592.0	3592.0
ENSMUSG00000091725	ENSMUST00000164663	5490	5	1408	281.6	4.0	4090.0	1022.5	0.0	0.0	0.0	1.0	763.0	763.0
ENSMUSG00000091731	ENSMUST00000169859	4606	2	101	50.5	1.0	4507.0	4507.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091733	ENSMUST00000165136	5503	5	1413	282.6	4.0	4098.0	1024.5	1.0	11.0	11.0	1.0	763.0	763.0
ENSMUSG00000091734	ENSMUST00000226971	10138	4	4718	1179.5	3.0	5426.0	1808.67	4.0	329.0	82.25	1.0	3478.0	3478.0
ENSMUSG00000091734	ENSMUST00000227761	10138	3	4674	1558.0	2.0	5468.0	2734.0	3.0	285.0	95.0	1.0	3478.0	3478.0
ENSMUSG00000091734	ENSMUST00000228038	10138	2	4522	2261.0	1.0	5618.0	5618.0	2.0	133.0	66.5	1.0	3478.0	3478.0
ENSMUSG00000091734	ENSMUST00000228909	10138	3	4661	1553.67	2.0	5481.0	2740.5	3.0	272.0	90.67	1.0	3478.0	3478.0
ENSMUSG00000091735	ENSMUST00000164834	1978	1	1978	1978.0	0.0	0.0	0.0	1.0	212.0	212.0	1.0	690.0	690.0
ENSMUSG00000091736	ENSMUST00000065806	2868	1	2868	2868.0	0.0	0.0	0.0	1.0	218.0	218.0	1.0	1514.0	1514.0
ENSMUSG00000091740	ENSMUST00000224730	4699	5	815	163.0	4.0	3892.0	973.0	0.0	0.0	0.0	1.0	170.0	170.0
ENSMUSG00000091754	ENSMUST00000163850	6649	5	1751	350.2	4.0	4906.0	1226.5	1.0	6.0	6.0	1.0	1058.0	1058.0
ENSMUSG00000091756	ENSMUST00000164696	6662	4	1572	393.0	3.0	5096.0	1698.67	1.0	6.0	6.0	1.0	1063.0	1063.0
ENSMUSG00000091764	ENSMUST00000204285	12492	4	4337	1084.25	3.0	8161.0	2720.33	1.0	103.0	103.0	1.0	2813.0	2813.0
ENSMUSG00000091768	ENSMUST00000164344	588	2	41	20.5	1.0	549.0	549.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091771	ENSMUST00000172203	39175	6	2577	429.5	5.0	36608.0	7321.6	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091779	ENSMUST00000170919	9359	2	866	433.0	1.0	8495.0	8495.0	1.0	36.0	36.0	1.0	29.0	29.0
ENSMUSG00000091780	ENSMUST00000228977	2208	2	1252	626.0	1.0	958.0	958.0	2.0	442.0	221.0	1.0	43.0	43.0
ENSMUSG00000091792	ENSMUST00000168673	5402	5	903	180.6	4.0	4507.0	1126.75	1.0	61.0	61.0	1.0	284.0	284.0
ENSMUSG00000091794	ENSMUST00000232853	44833	6	3538	589.67	5.0	41305.0	8261.0	1.0	255.0	255.0	4.0	2733.0	683.25
ENSMUSG00000091794	ENSMUST00000232905	44833	5	3118	623.6	4.0	41723.0	10430.75	1.0	255.0	255.0	1.0	472.0	472.0
ENSMUSG00000091794	ENSMUST00000233599	44833	6	3347	557.83	5.0	41496.0	8299.2	1.0	255.0	255.0	1.0	472.0	472.0
ENSMUSG00000091794	ENSMUST00000233687	44833	6	4847	807.83	5.0	39996.0	7999.2	1.0	255.0	255.0	3.0	3153.0	1051.0
ENSMUSG00000091803	ENSMUST00000110340	126086	4	672	168.0	3.0	125420.0	41806.67	1.0	146.0	146.0	1.0	290.0	290.0
ENSMUSG00000091805	ENSMUST00000167314	25006	6	8715	1452.5	5.0	16301.0	3260.2	1.0	96.0	96.0	1.0	6047.0	6047.0
ENSMUSG00000091805	ENSMUST00000232850	25006	6	8607	1434.5	5.0	16409.0	3281.8	1.0	96.0	96.0	1.0	6047.0	6047.0
ENSMUSG00000091805	ENSMUST00000232949	25006	6	8384	1397.33	5.0	16632.0	3326.4	1.0	96.0	96.0	4.0	7765.0	1941.25
ENSMUSG00000091805	ENSMUST00000233143	25006	6	8276	1379.33	5.0	16740.0	3348.0	1.0	96.0	96.0	4.0	7657.0	1914.25
ENSMUSG00000091805	ENSMUST00000233382	25006	5	8498	1699.6	4.0	16516.0	4129.0	1.0	96.0	96.0	1.0	6047.0	6047.0
ENSMUSG00000091805	ENSMUST00000233388	25006	5	8167	1633.4	4.0	16847.0	4211.75	1.0	96.0	96.0	3.0	7548.0	2516.0
ENSMUSG00000091805	ENSMUST00000233572	25006	5	8590	1718.0	4.0	16424.0	4106.0	1.0	96.0	96.0	1.0	6889.0	6889.0
ENSMUSG00000091805	ENSMUST00000233830	25006	5	8482	1696.4	4.0	16532.0	4133.0	1.0	96.0	96.0	1.0	6889.0	6889.0
ENSMUSG00000091809	ENSMUST00000215479	8799	2	3077	1538.5	1.0	5724.0	5724.0	2.0	211.0	105.5	1.0	1898.0	1898.0
ENSMUSG00000091811	ENSMUST00000169612	1606	1	1606	1606.0	0.0	0.0	0.0	1.0	328.0	328.0	1.0	886.0	886.0
ENSMUSG00000091813	ENSMUST00000172032	20327	12	2457	204.75	11.0	17892.0	1626.55	0.0	0.0	0.0	1.0	769.0	769.0
ENSMUSG00000091814	ENSMUST00000171987	8070	5	1600	320.0	4.0	6478.0	1619.5	1.0	81.0	81.0	2.0	899.0	449.5
ENSMUSG00000091827	ENSMUST00000166086	4850	5	1283	256.6	4.0	3575.0	893.75	1.0	31.0	31.0	1.0	361.0	361.0
ENSMUSG00000091844	ENSMUST00000238662	23876	4	20040	5010.0	3.0	3842.0	1280.67	1.0	184.0	184.0	1.0	81.0	81.0
ENSMUSG00000091859	ENSMUST00000166081	30501	6	5809	968.17	5.0	24702.0	4940.4	1.0	80.0	80.0	1.0	3172.0	3172.0
ENSMUSG00000091863	ENSMUST00000238455	26698	2	1052	526.0	1.0	25648.0	25648.0	2.0	188.0	94.0	1.0	229.0	229.0
ENSMUSG00000091867	ENSMUST00000206957	7755	8	3453	431.62	7.0	4316.0	616.57	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091873	ENSMUST00000213701	5735	2	3864	1932.0	1.0	1873.0	1873.0	2.0	85.0	42.5	1.0	2853.0	2853.0
ENSMUSG00000091874	ENSMUST00000169556	1833	1	1833	1833.0	0.0	0.0	0.0	1.0	132.0	132.0	1.0	769.0	769.0
ENSMUSG00000091879	ENSMUST00000232722	38773	7	6832	976.0	6.0	31953.0	5325.5	3.0	416.0	138.67	1.0	4982.0	4982.0
ENSMUSG00000091879	ENSMUST00000232833	38773	7	7802	1114.57	6.0	30983.0	5163.83	3.0	416.0	138.67	1.0	5073.0	5073.0
ENSMUSG00000091879	ENSMUST00000233536	38773	7	7799	1114.14	6.0	30986.0	5164.33	3.0	416.0	138.67	1.0	5073.0	5073.0
ENSMUSG00000091882	ENSMUST00000170613	8799	5	1002	200.4	4.0	7805.0	1951.25	1.0	64.0	64.0	1.0	320.0	320.0
ENSMUSG00000091888	ENSMUST00000165834	46245	6	2724	454.0	5.0	43531.0	8706.2	1.0	48.0	48.0	1.0	80.0	80.0
ENSMUSG00000091896	ENSMUST00000170693	35612	7	2487	355.29	6.0	33137.0	5522.83	1.0	432.0	432.0	1.0	1606.0	1606.0
ENSMUSG00000091897	ENSMUST00000167908	4050	5	1167	233.4	4.0	2891.0	722.75	1.0	61.0	61.0	1.0	335.0	335.0
ENSMUSG00000091898	ENSMUST00000169169	3419	6	727	121.17	5.0	2702.0	540.4	1.0	44.0	44.0	1.0	193.0	193.0
ENSMUSG00000091903	ENSMUST00000088616	4873	5	1173	234.6	4.0	3708.0	927.0	1.0	16.0	16.0	2.0	555.0	277.5
ENSMUSG00000091923	ENSMUST00000226900	33169	6	1598	266.33	5.0	31581.0	6316.2	2.0	204.0	102.0	1.0	605.0	605.0
ENSMUSG00000091924	ENSMUST00000226694	10830	5	5661	1132.2	4.0	5177.0	1294.25	5.0	1218.0	243.6	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000227264	10830	5	5594	1118.8	4.0	5244.0	1311.0	5.0	1151.0	230.2	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000227411	10830	4	4932	1233.0	3.0	5904.0	1968.0	4.0	489.0	122.25	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000227461	10830	5	5323	1064.6	4.0	5515.0	1378.75	5.0	880.0	176.0	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000227479	10830	4	6529	1632.25	3.0	4307.0	1435.67	4.0	2086.0	521.5	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000227695	10830	4	5296	1324.0	3.0	5540.0	1846.67	4.0	853.0	213.25	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000228004	10830	5	5687	1137.4	4.0	5151.0	1287.75	5.0	1244.0	248.8	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000228133	10830	5	5754	1150.8	4.0	5084.0	1271.0	5.0	1311.0	262.2	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000228367	10830	5	6987	1397.4	4.0	3851.0	962.75	5.0	2544.0	508.8	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000228467	10830	5	6920	1384.0	4.0	3918.0	979.5	5.0	2477.0	495.4	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000228633	10830	5	5390	1078.0	4.0	5448.0	1362.0	5.0	947.0	189.4	1.0	3484.0	3484.0
ENSMUSG00000091924	ENSMUST00000228676	10830	4	5203	1300.75	3.0	5633.0	1877.67	4.0	760.0	190.0	1.0	3484.0	3484.0
ENSMUSG00000091926	ENSMUST00000169130	29472	6	2998	499.67	5.0	26484.0	5296.8	1.0	30.0	30.0	1.0	384.0	384.0
ENSMUSG00000091930	ENSMUST00000164918	23369	6	8298	1383.0	5.0	15081.0	3016.2	1.0	288.0	288.0	1.0	5447.0	5447.0
ENSMUSG00000091930	ENSMUST00000232927	23369	6	7902	1317.0	5.0	15477.0	3095.4	1.0	288.0	288.0	1.0	5447.0	5447.0
ENSMUSG00000091931	ENSMUST00000173969	4527	2	1154	577.0	1.0	3375.0	3375.0	1.0	56.0	56.0	1.0	801.0	801.0
ENSMUSG00000091933	ENSMUST00000170064	4787	5	1107	221.4	4.0	3688.0	922.0	0.0	0.0	0.0	2.0	557.0	278.5
ENSMUSG00000091937	ENSMUST00000171319	1186	2	354	177.0	1.0	834.0	834.0	1.0	156.0	156.0	1.0	36.0	36.0
ENSMUSG00000091945	ENSMUST00000234493	27147	7	11546	1649.43	6.0	15613.0	2602.17	1.0	225.0	225.0	3.0	9584.0	3194.67
ENSMUSG00000091955	ENSMUST00000170837	486	1	486	486.0	0.0	0.0	0.0	1.0	66.0	66.0	1.0	286.0	286.0
ENSMUSG00000091956	ENSMUST00000171652	1495	2	1329	664.5	1.0	168.0	168.0	2.0	122.0	61.0	1.0	185.0	185.0
ENSMUSG00000091962	ENSMUST00000170835	40220	6	2958	493.0	5.0	37272.0	7454.4	1.0	256.0	256.0	1.0	136.0	136.0
ENSMUSG00000091962	ENSMUST00000232924	40220	5	3665	733.0	4.0	36563.0	9140.75	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091967	ENSMUST00000234658	5064	3	1290	430.0	2.0	3778.0	1889.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091971	ENSMUST00000087328	2968	1	2968	2968.0	0.0	0.0	0.0	1.0	232.0	232.0	1.0	811.0	811.0
ENSMUSG00000091972	ENSMUST00000231658	23115	4	2694	673.5	3.0	20427.0	6809.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000091983	ENSMUST00000203396	8322	2	4406	2203.0	1.0	3918.0	3918.0	2.0	244.0	122.0	1.0	3221.0	3221.0
ENSMUSG00000091987	ENSMUST00000187842	11219	9	1585	176.11	8.0	9650.0	1206.25	2.0	78.0	39.0	1.0	358.0	358.0
ENSMUSG00000091996	ENSMUST00000164650	67988	5	1773	354.6	4.0	66223.0	16555.75	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092004	ENSMUST00000166681	31953	2	50	25.0	1.0	31905.0	31905.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092008	ENSMUST00000168838	43987	9	1655	183.89	8.0	42348.0	5293.5	1.0	93.0	93.0	1.0	79.0	79.0
ENSMUSG00000092008	ENSMUST00000238049	43987	10	1647	164.7	9.0	42358.0	4706.44	1.0	93.0	93.0	7.0	1054.0	150.57
ENSMUSG00000092009	ENSMUST00000168680	141620	41	6381	155.63	40.0	135319.0	3382.97	0.0	0.0	0.0	1.0	563.0	563.0
ENSMUSG00000092019	ENSMUST00000164838	4088	2	1852	926.0	1.0	2238.0	2238.0	2.0	496.0	248.0	1.0	922.0	922.0
ENSMUSG00000092021	ENSMUST00000171587	17451	7	1336	190.86	6.0	16127.0	2687.83	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092032	ENSMUST00000168489	47741	6	3154	525.67	5.0	44597.0	8919.4	1.0	43.0	43.0	1.0	509.0	509.0
ENSMUSG00000092032	ENSMUST00000233327	47741	6	3661	610.17	5.0	44090.0	8818.0	1.0	43.0	43.0	5.0	3360.0	672.0
ENSMUSG00000092035	ENSMUST00000176204	13213	2	6669	3334.5	1.0	6546.0	6546.0	2.0	372.0	186.0	1.0	5167.0	5167.0
ENSMUSG00000092036	ENSMUST00000164372	17069	5	1511	302.2	4.0	15566.0	3891.5	1.0	6.0	6.0	1.0	845.0	845.0
ENSMUSG00000092043	ENSMUST00000232937	4122	3	666	222.0	2.0	3460.0	1730.0	1.0	39.0	39.0	1.0	155.0	155.0
ENSMUSG00000092047	ENSMUST00000171980	1746	2	71	35.5	1.0	1677.0	1677.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092048	ENSMUST00000171811	15641	6	6847	1141.17	5.0	8804.0	1760.8	1.0	92.0	92.0	1.0	4198.0	4198.0
ENSMUSG00000092049	ENSMUST00000233020	32326	6	9555	1592.5	5.0	22781.0	4556.2	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092060	ENSMUST00000201972	36164	6	8274	1379.0	5.0	27900.0	5580.0	2.0	556.0	278.0	1.0	6089.0	6089.0
ENSMUSG00000092073	ENSMUST00000190001	37973	4	2519	629.75	3.0	35460.0	11820.0	2.0	110.0	55.0	1.0	1328.0	1328.0
ENSMUSG00000092074	ENSMUST00000232591	11080	4	3545	886.25	3.0	7541.0	2513.67	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092077	ENSMUST00000214376	6759	2	2991	1495.5	1.0	3770.0	3770.0	2.0	126.0	63.0	1.0	1939.0	1939.0
ENSMUSG00000092080	ENSMUST00000165180	40087	6	8544	1424.0	5.0	31553.0	6310.6	1.0	220.0	220.0	1.0	5767.0	5767.0
ENSMUSG00000092080	ENSMUST00000232912	40087	7	8686	1240.86	6.0	31413.0	5235.5	1.0	220.0	220.0	1.0	5767.0	5767.0
ENSMUSG00000092083	ENSMUST00000175681	425296	3	3966	1322.0	2.0	421334.0	210667.0	2.0	322.0	161.0	1.0	920.0	920.0
ENSMUSG00000092094	ENSMUST00000200317	575748	4	4434	1108.5	3.0	571320.0	190440.0	1.0	379.0	379.0	1.0	21.0	21.0
