Geneid	Gene_name	mca3gini	mtdtau_log	mtdroku_specificity_log	Total_utr_5_len	tss_dis	TF_motif_meanexon	TF_motif_cv_tss_3kb	TF_motif_totaltss_2kb_norm_GL	utr5_mirna_count	exon_avg_CS_median	R_codon_bias_median_trans	AT_transcript_pct	GC_intron_pct	AT_intron_pct	GC_tss_2kb_pct
ENSMUSG00000109864	Eid3	0.986	0.9218	0.3818	82.0	32675.0	0.260504202	1.915615946	0.938744257	124.0	0.32	3.0	0.527203			0.45175
ENSMUSG00000008489	Elavl2	0.8319	0.6738	0.0	243.0	1181165.0	0.718869366	3.208048563	0.005468326	2374.0	2.96	118.0	0.5989	0.401549023	0.598450977	0.445
ENSMUSG00000003410	Elavl3	0.9359	0.7655	0.0	413.0	49205.0	1.267379679	2.617949101	0.057097306	174.0	2.23	47.0	0.49592	0.498249562	0.501750438	0.56975
ENSMUSG00000003051	Elf3	0.8265	0.5498	0.0	230.0	90887.0	0.245225363	2.15132871	0.066666667	299.0	1.07	9.0	0.452543	0.535012073	0.464987927	0.5125
ENSMUSG00000048029	Eno4	0.8654	0.8404	0.0	33.0	148963.0	0.327731092	1.705282475	0.028752054	142.0	0.92	37.0	0.527628	0.46806921	0.53193079	0.50575
ENSMUSG00000029377	Ereg	0.8511	0.7165	0.0	139.0	47158.0	0.663101604	2.565279123	0.029485967	158.0	0.72	13.0	0.603942	0.397261194	0.602738806	0.4475
ENSMUSG00000019909	Fam162b	0.8478	0.0	0.0	97.0	99562.0	0.095492743	2.879916193	0.092102685	53.0	0.76	6.0	0.596825	0.386445242	0.613554758	0.43875
ENSMUSG00000045350	Fam186a	0.9968	0.0	0.0	115.0	91605.0	1.40565317	2.231544566	0.008848286	511.0	0.28	59.0	0.532201	0.452156693	0.547843307	0.44375
ENSMUSG00000091017	Fam71a	0.8346	0.2404	0.0	374.0	66938.0	0.51566081	1.974814665	0.255928412	508.0	0.04	6.0	0.488809			0.4835
ENSMUSG00000048230	Fbxo43	0.9	0.8144	0.0	527.0	24484.0	0.626432391	2.284515758	0.030419533	449.0	0.62	17.0	0.562766	0.441334569	0.558665431	0.44575
ENSMUSG00000090173	Fbxw10	0.8727	0.9329	0.4518	214.0	26816.0	0.527119939	1.69797861	0.045233239	268.0	0.73	29.0	0.552456	0.442295603	0.557704397	0.4565
ENSMUSG00000026835	Fcnb	0.8762	0.1222	0.0	29.0	198461.0	0.194041253	1.85497502	0.054883065	48.0	0.52	5.0	0.498354	0.495366585	0.504633415	0.488
ENSMUSG00000022523	Fgf12	0.7141	0.7638	0.1575	223.0	1364202.0	0.119174943	2.20769126	0.000746552	1840.0	2.75	384.0	0.600347	0.399553132	0.600446868	0.42575
ENSMUSG00000028259	Fhl5	0.9992	0.7026	0.0	183.0	276470.0	0.495034377	2.748082328	0.053432627	408.0	1.21	25.0	0.610161	0.388218713	0.611781287	0.40775
ENSMUSG00000067261	Foxd3	0.7685	0.6879	0.0	327.0	360399.0	0.537051184	2.333744824	0.081290323	197.0	0.98	13.0	0.348967			0.6085
ENSMUSG00000042425	Frmpd3	0.7771	0.3328	0.0	136.0	279384.0	1.621848739	3.698291255	0.007091818	105.0	2.06	73.0	0.556708	0.433176934	0.566823066	0.48975
ENSMUSG00000025380	Fscn2	0.6316	0.8904	0.0	176.0	12991.0	0.233766234	2.062678481	0.047769741	241.0	1.4	14.0	0.451243	0.534132466	0.465867534	0.5705
ENSMUSG00000047658	Gal3st3	0.8513	0.7174	0.0	283.0	2875.0	0.434682964	3.664894801	0.049860697	396.0	0.7	23.0	0.500769	0.472267435	0.527732565	0.5055
ENSMUSG00000021362	Gcm2	0.7859	0.3022	0.0	230.0	30477.0	0.617265088	4.541363404	0.075368277	223.0	1.1	10.0	0.543856	0.437972902	0.562027098	0.47425
ENSMUSG00000006345	Ggt1	0.8571	0.75	0.0	263.0	8325.0	0.265851795	3.137435654	0.027641628	550.0	0.96	22.0	0.490453	0.501850049	0.498149951	0.469
ENSMUSG00000042357	Gjb5	0.8755	0.5612	0.0	182.0	4100.0	0.269671505	1.88292489	0.104623592	192.0	0.2	8.0	0.473762	0.51937046	0.48062954	0.5375
ENSMUSG00000068615	Gjd2	0.86	0.4246	0.0	486.0	165094.0	0.48433919	2.228303927	0.092288557	467.0	0.88	4.0	0.52426	0.443859649	0.556140351	0.50125
ENSMUSG00000063683	Glyat	0.9802	0.0	0.0	230.0	33517.0	0.498854087	2.1726637	0.019479882	284.0	0.39	8.0	0.60474	0.392963765	0.607036235	0.39475
ENSMUSG00000069804	Gm10277	0.712	0.0	0.0	1605.0	24502.0	0.811306341	1.947771822	0.703397213	1856.0	0.28	3.5	0.475381			0.49675
ENSMUSG00000117286	Gm1043	0.7493	0.0	0.0	5058.0	34513.0	1.417112299	1.943663807	0.010536625	300.0	1.39	149.0	0.499892	0.495469467	0.504530533	0.48
ENSMUSG00000073130	Gm1141	0.9065	0.9007	0.0	27.0	104157.0	0.414820474	2.496328538	0.018117942		-0.03	16.0	0.616141	0.374809786	0.625190214	0.36875
ENSMUSG00000040838	Gm11639	0.7965	0.0	0.0	240.0	77707.0	2.698242934	2.152553393	0.001158241		0.26	249.0	0.604295	0.395171283	0.604828717	0.41
ENSMUSG00000066107	Gm12666	0.5857	0.0	0.0	0.0	44515.0	0.25592055	3.644534982	0.517378352		0.89	2.0	0.544732	0.351239669	0.648760331	0.38075
ENSMUSG00000055926	Gm14137	0.6951	0.5293	0.0559	454.0	6736.0	3.110771581	1.724049618	1.042046936	946.0	0.21	8.0	0.466906			0.56
ENSMUSG00000078868	Gm14412	0.8245	0.0	0.0	0.0	57271.0	0.277310924	1.7634359	0.051179896		0.0	2.0	0.610033	0.390763982	0.609236018	0.40375
ENSMUSG00000079593	Gm14597	0.9242	0.0	0.0	76.0	948.0	0.185637892	2.651317191	0.020360675	648.0	0.14	26.0	0.533552	0.466878866	0.533121134	0.468
ENSMUSG00000090439	Gm17455	0.7714	0.4249	0.0	258.0	52875.0	0.541634836	1.503082919	2.170795306	377.0	0.13	4.0	0.471831	0.516129032	0.483870968	0.513
ENSMUSG00000092216	Gm19345	0.6438	0.5478	0.0	155.0	29232.0	0.230710466	2.039322155	0.097653174	241.0	0.09	10.0	0.472432	0.517086835	0.482913165	0.53025
ENSMUSG00000094410	Gm38394	0.5486	0.0	0.0	1722.0	51027.0	4.765469824	4.257219963	0.042967617		1.31	41.0	0.581503	0.410626782	0.589373218	0.45325
ENSMUSG00000070594	Gm4788	0.9341	0.4944	0.0	76.0	220971.0	0.465240642	2.725849718	0.004472507		0.14	43.0	0.62409	0.375587438	0.624412562	0.3465
ENSMUSG00000049349	Gm5105	0.6588	0.7827	0.0	605.0	2337.0	0.264323911	1.92657094	0.055987976		0.38	25.0	0.547831	0.449271945	0.550728055	0.57325
ENSMUSG00000110573	Gm5485	0.9919	0.2903	0.0	34.0	108509.0	0.139037433	2.00838281	0.035865793		0.41	12.0	0.584388	0.414559014	0.585440986	0.3975
ENSMUSG00000064016	Gm648	0.9755	0.3714	0.0	208.0	94750.0	0.142857143	2.356200787	0.100279037	207.0	0.06	6.0	0.549625	0.447261879	0.552738121	0.3995
ENSMUSG00000091698	Gm6526	0.9794	0.0	0.0	27.0	20380.0	0.23605806	2.734145174	0.05974765	45.0	-0.37	5.0	0.600891	0.405188679	0.594811321	0.415
ENSMUSG00000034837	Gnat1	0.6894	0.9294	0.0	165.0	10709.0	0.220779221	2.056671148	0.1	194.0	2.57	14.0	0.466501	0.528684301	0.471315699	0.50625
ENSMUSG00000050761	Gp1bb	0.6495	0.7194	0.0925	1038.0	31732.0	0.454545455	1.972278304	0.633748802	1453.0	0.04	13.0	0.380336			0.6025
ENSMUSG00000041468	Gpr12	0.8409	0.5786	0.0	510.0	29104.0	0.416348358	2.452211427	0.133051742	1032.0	0.45	15.0	0.477817	0.533011272	0.466988728	0.52875
ENSMUSG00000052229	Gpr17	0.9649	0.6578	0.0	185.0	27328.0	1.400305577	1.566368383	0.179491041	98.0	0.12	11.0	0.471235	0.511418685	0.488581315	0.508
ENSMUSG00000041907	Gpr45	0.5751	0.5892	0.0	520.0	101730.0	0.675324675	3.795653609	0.009636948	346.0	0.14	60.0	0.57272	0.422762265	0.577237735	0.5285
ENSMUSG00000040372	Gpr63	0.6725	0.7384	0.1075	0.0	68324.0	0.09854851	3.183434126	0.017068101	361.0	0.58	30.0	0.593241	0.404542649	0.595457351	0.47925
ENSMUSG00000037188	Grhl3	0.8952	0.8676	0.0	207.0	77644.0	0.426279603	3.498342857	0.016286542	214.0	1.53	43.0	0.476105	0.52445258	0.47554742	0.51325
ENSMUSG00000001985	Grik3	0.816	0.7738	0.2061	132.0	362859.0	1.269671505	2.304772718	0.001709363	37.0	2.7	330.0	0.496899	0.50145687	0.49854313	0.6105
ENSMUSG00000009093	Gstt4	0.997	0.7051	0.0	121.0	23959.0	0.135217723	2.576383862	0.055774796	298.0	0.78	5.0	0.533746	0.46105168	0.53894832	0.45725
ENSMUSG00000045868	Gvin1	0.6974	0.6914	0.0	304.0	211368.0	1.386554622	2.199030048	0.008252229	382.0	0.28	31.0	0.603359	0.395048829	0.604951171	0.385
ENSMUSG00000025075	Habp2	0.8811	0.6445	0.0	197.0	545317.0	0.311688312	2.751272899	0.019178248	468.0	0.67	38.0	0.520195	0.476059924	0.523940076	0.4845
ENSMUSG00000031936	Hephl1	0.9463	0.5204	0.0	5.0	66630.0	0.805958747	2.515386913	0.008296139	3.0	1.38	42.0	0.558207	0.439525879	0.560474121	0.43825
ENSMUSG00000022821	Hgd	0.9148	0.8399	0.0	170.0	40268.0	0.226890756	2.06193885	0.009948139	201.0	2.11	43.0	0.559459	0.43878324	0.56121676	0.4445
ENSMUSG00000050368	Hoxd10	0.8543	0.4837	0.0	57.0	12367.0	0.222307105	2.384092278	0.084197298	58.0	2.6	10.0	0.515399	0.510980966	0.489019034	0.5115
ENSMUSG00000029445	Hpd	0.8869	0.7806	0.0	52.0	13315.0	0.431627196	3.070060313	0.161325765	46.0	1.66	19.0	0.492354	0.502679416	0.497320584	0.51275
ENSMUSG00000046607	Hrk	0.7992	0.7661	0.0	0.0	9183.0	0.095492743	3.076876088	0.034436627	9.0	0.63	35.0	0.484317	0.514717174	0.485282826	0.47475
ENSMUSG00000026228	Htr2b	0.753	0.7252	0.1603	328.0	47352.0	0.642475172	2.087412136	0.089448478	428.0	1.11	12.0	0.611124	0.377738906	0.622261094	0.38325
ENSMUSG00000039106	Htr5a	0.9576	0.3228	0.0	301.0	50598.0	0.915202445	2.668374065	0.035236844	531.0	0.34	15.0	0.547682	0.450290851	0.549709149	0.50025
ENSMUSG00000096854	Ifnz	0.7266	0.0	0.0	656.0	2281.0	0.17341482	2.746341655	0.198906357	654.0	-0.03	5.0	0.413133			0.55125
ENSMUSG00000035551	Igfbpl1	0.9288	0.7171	0.0	131.0	27902.0	0.477463713	2.888333496	0.019590995	27.0	0.74	38.0	0.492266	0.49801261	0.50198739	0.52175
ENSMUSG00000013367	Iglon5	0.6982	0.6772	0.0798	53.0	26925.0	0.56684492	2.928878218	0.024165842	32.0	1.47	22.0	0.479152	0.506185567	0.493814433	0.549
ENSMUSG00000000159	Igsf5	0.8134	0.6225	0.0292	199.0	125867.0	0.527883881	1.848062216	0.01467207	427.0	0.28	40.0	0.551775	0.446842132	0.553157868	0.499
ENSMUSG00000044103	Il1f9	0.7933	0.7372	0.0	296.0	33315.0	0.27960275	1.994423765	0.058500141	287.0	0.05	4.0	0.580008	0.411937557	0.588062443	0.416
ENSMUSG00000037801	Iqch	0.9697	0.7687	0.0	77.0	203252.0	0.724980901	2.396793996	0.005125939	403.0	0.94	121.0	0.579919	0.419215525	0.580784475	0.497
ENSMUSG00000040797	Iqsec3	0.9199	0.8591	0.0	116.0	130603.0	1.028265852	2.324276597	0.003871083	54.0	2.05	98.0	0.50799	0.48574106	0.51425894	0.4985
ENSMUSG00000062028	Irgc1	0.9917	0.7487	0.0	138.0	52553.0	0.051948052	1.823734922	0.032529297	714.0	0.58	23.0	0.492169	0.50560472	0.49439528	0.51075
ENSMUSG00000047182	Irs3	0.8507	0.7854	0.0	195.0	4381.0	0.28342246	2.478106206	0.144932936	160.0	0.14	7.0	0.424152	0.502890173	0.497109827	0.5595
ENSMUSG00000015533	Itga2	0.8474	0.7541	0.1526	168.0	113830.0	1.099312452	2.44388026	0.006483473	161.0	1.25	79.0	0.589558	0.408401514	0.591598486	0.48725
ENSMUSG00000006529	Itih1	0.9364	0.6892	0.0	24.0	19529.0	0.426279603	3.222166262	0.036354617	60.0	0.87	15.0	0.491354	0.502764434	0.497235566	0.505
ENSMUSG00000024502	Jakmip2	0.886	0.7733	0.0	473.0	209977.0	0.600458365	2.756437535	0.002865036	665.0	2.59	104.0	0.597172	0.401216839	0.598783161	0.423
ENSMUSG00000016346	Kcnq2	0.9338	0.7066	0.0	209.0	96225.0	0.506493506	2.848375832	0.006697587	1095.0	2.51	57.0	0.493486	0.501879799	0.498120201	0.552
ENSMUSG00000043673	Kcns3	0.6136	0.7008	0.1219	357.0	760286.0	0.28342246	2.920512936	0.009797583	1800.0	0.67	67.0	0.567026	0.431403648	0.568596352	0.55
ENSMUSG00000031576	Kcnu1	0.7756	0.9391	0.4092	34.0	1928.0	0.377387319	2.340869819	0.00541226	8.0	0.82	93.0	0.561115	0.43802267	0.56197733	0.41475
ENSMUSG00000051648	Kctd19	0.9912	0.8307	0.0	47.0	39684.0	1.885408709	1.860644379	0.103560609	166.0	1.31	32.0	0.542351	0.450014468	0.549985532	0.45325
ENSMUSG00000044485	Klk1b11	0.7806	0.2603	0.0	29.0	19816.0	0.142857143	2.596056914	0.1185	67.0	0.0	4.0	0.493123	0.507653061	0.492346939	0.47625
ENSMUSG00000059668	Krt4	0.9606	0.7425	0.0	66.0	31815.0	0.226126814	1.939527728	0.042405676	90.0	1.49	12.0	0.487663	0.492625369	0.507374631	0.515
ENSMUSG00000101959	Ldhal6b	0.9979	0.891	0.0	111.0	423694.0	0.332314744	1.494371452	0.819502075	224.0	0.35	5.5	0.495502			0.467
ENSMUSG00000070877	Ldlrad1	0.7336	0.3311	0.0	291.0	30632.0	0.114591291	2.253384448	0.041882459	156.0	0.47	9.0	0.468528	0.523754494	0.476245506	0.515
ENSMUSG00000000247	Lhx2	0.8718	0.7553	0.0	530.0	51905.0	0.270435447	3.551777972	0.016076203	627.0	2.32	83.0	0.497376	0.494419445	0.505580555	0.53675
ENSMUSG00000019230	Lhx9	0.8518	0.4928	0.0	202.0	228828.0	0.660809778	4.973753416	0.045141709	1237.0	1.64	31.0	0.560277	0.445865984	0.554134016	0.52175
ENSMUSG00000087303	Lipo2	0.8504	0.0	0.0	8.0	126107.0	0.888464477	2.072949733	0.042677904	646.0	0.21	20.0	0.619942	0.381863362	0.618136638	0.411
ENSMUSG00000032818	Loxhd1	0.9794	0.4607	0.0	0.0	96119.0	1.004583652	1.916464597	0.002643639	246.0	1.92	168.0	0.532385	0.465311075	0.534688925	0.48825
ENSMUSG00000027702	Lrrc34	0.9615	0.7784	0.0	213.0	3363.0	0.321619557	2.267515943	0.083587528	446.0	0.96	15.0	0.59378	0.405628224	0.594371776	0.46525
ENSMUSG00000026765	Lypd6b	0.7979	0.7581	0.107	460.0	168390.0	0.285714286	2.600554698	0.003828422	386.0	0.57	141.0	0.567777	0.431506332	0.568493668	0.54775
ENSMUSG00000041886	Macc1	0.8491	0.7181	0.0	898.0	75467.0	0.810542399	2.662610487	0.004342814	328.0	0.5	57.0	0.628238	0.370896556	0.629103444	0.36975
ENSMUSG00000074881	Mageb3	0.7609	0.6744	0.0	874.0	92.0	0.46065699	2.375122605	0.560204953	692.0	0.03	3.0	0.524135			0.49175
ENSMUSG00000020583	Matn3	0.9689	0.382	0.0	116.0	26265.0	0.570664629	1.925766971	0.016223393	89.0	1.04	24.0	0.550041	0.450061652	0.549938348	0.50075
ENSMUSG00000038691	Mbd3l1	0.9999	0.2417	0.0	114.0	95.0	0.114591291	2.201561631	0.150973324	362.0	0.03	3.0	0.595327	0.399607266	0.600392734	0.38775
ENSMUSG00000031139	Mcf2	0.7936	0.6517	0.0	424.0	179626.0	0.754774637	3.160568089	0.004759004	722.0	1.21	70.0	0.610213	0.388051166	0.611948834	0.50325
ENSMUSG00000022227	Mcpt1	0.9567	0.2076	0.0	29.0	66991.0	0.10618793	2.328074868	0.108074534	55.0	0.11	2.0	0.526926	0.467857143	0.532142857	0.43625
ENSMUSG00000036466	Megf11	0.7392	0.879	0.329	211.0	44337.0	1.001527884	2.711021542	0.000917854	582.0	2.03	337.0	0.511623	0.48791732	0.51208268	0.575
ENSMUSG00000058057	Mettl7a3	0.7191	0.387	0.0	2.0	30140.0	0.249809015	3.133939863	0.074706314	2.0	0.43	8.0	0.527997	0.454018445	0.545981555	0.474
ENSMUSG00000034739	Mfrp	0.9055	0.9146	0.45	165.0	34708.0	2.106951872	1.993362513	0.339008043	89.0	0.72	18.0	0.434509	0.54756602	0.45243398	0.536
ENSMUSG00000037336	Mfsd2b	0.7006	0.7493	0.1532	23.0	31056.0	0.421695951	1.992585575	0.02852349	462.0	1.03	13.0	0.488296	0.510219865	0.489780135	0.4795
ENSMUSG00000012187	Mogat1	0.9388	0.7231	0.0	149.0	22309.0	0.255156608	4.024384358	0.07139683	742.0	0.66	31.0	0.545939	0.452880698	0.547119302	0.4935
ENSMUSG00000022652	Morc1	0.9149	0.7802	0.0	105.0	18820.0	0.451489687	1.923021203	0.002469136	109.0	0.99	135.0	0.58619	0.413159461	0.586840539	0.447
ENSMUSG00000041062	Mslnl	0.6941	0.6374	0.0	320.0	8372.0	0.336134454	1.899436091	0.026851098	168.0	0.4	16.0	0.480104	0.505433095	0.494566905	0.5455
ENSMUSG00000032591	Mst1	0.7268	0.8425	0.0	44.0	27277.0	0.435446906	1.872296714	0.239439702	71.0	1.11	14.0	0.447898	0.535993062	0.464006938	0.55175
ENSMUSG00000027470	Mylk2	0.7677	0.8513	0.0	197.0	63388.0	0.437738732	4.254418765	0.040109234	121.0	1.61	14.0	0.462576	0.525781428	0.474218572	0.54025
ENSMUSG00000042064	Myo3b	0.7272	0.695	0.0	21.0	141880.0	0.967150497	2.869757588	0.002109872	99.0	2.02	343.0	0.559469	0.440046481	0.559953519	0.462
ENSMUSG00000036098	Myrf	0.8151	0.6221	0.0586	145.0	36579.0	0.867838044	2.253385536	0.012069709	268.0	1.75	45.0	0.455399	0.538036787	0.461963213	0.5265
ENSMUSG00000041794	Myrip	0.7135	0.7558	0.1335	300.0	154194.0	0.776165011	2.973442296	0.003703769	79.0	1.31	196.0	0.527992	0.469891566	0.530108434	0.559
ENSMUSG00000038624	Nepn	0.8883	0.6058	0.0	33.0	9483.0	0.300229183	2.22300707	0.037637299	23.0	0.81	12.0	0.596328	0.394576696	0.605423304	0.3955
ENSMUSG00000079434	Neu2	0.7453	0.7436	0.0	340.0	39618.0	0.14973262	2.930230116	0.019139693	544.0	0.55	76.0	0.53843	0.460294972	0.539705028	0.56275
ENSMUSG00000034701	Neurod1	0.8847	0.2372	0.0	214.0	201252.0	1.035141329	3.0560285	0.336956522	98.0	1.37	12.0	0.559442	0.449400799	0.550599201	0.4795
ENSMUSG00000026259	Ngef	0.6877	0.5142	0.0507	258.0	63982.0	0.521008403	1.335862774	0.013180404	294.0	1.55	91.0	0.528664	0.468603611	0.531396389	0.49375
ENSMUSG00000078817	Nlrp12	0.7833	0.6326	0.0	75.0	79214.0	1.163483575	2.300209003	0.016370546	124.0	0.37	29.0	0.550705	0.435367592	0.564632408	0.4525
ENSMUSG00000031257	Nox1	0.7403	0.4987	0.0	475.0	34456.0	0.101604278	2.794246881	0.007187568	118.0	0.46	73.0	0.583179	0.416540413	0.583459587	0.426
ENSMUSG00000066392	Nrxn3	0.424	0.467	0.4021	566.0	362432.0	1.071810542	2.842940961	0.000459035	2639.0	2.91	849.0	0.607358	0.392326565	0.607673435	0.441
ENSMUSG00000061356	Nuggc	0.7908	0.7952	0.0	141.0	5470.0	0.350649351	2.17311552	0.008802289	182.0	0.87	40.0	0.538751	0.459473762	0.540526238	0.43575
ENSMUSG00000054036	Olfr279	0.7024	0.0956	0.0	168.0	9680.0	4.036669213	2.77339031	0.176223503	828.0	0.19	14.0	0.5127	0.465960049	0.534039951	0.4645
ENSMUSG00000070421	Olfr658	0.8304	0.4354	0.0	429.0	22512.0	0.485867074	3.107096606	0.181264108	671.0	0.31	3.0	0.619327	0.338177015	0.661822985	0.413
ENSMUSG00000096356	Olfr889	0.7378	0.0	0.0	227.0	7070.0	1.000763942	2.262255563	0.054719788	0.0	0.01	3.0	0.628142	0.378666667	0.621333333	0.3785
ENSMUSG00000030162	Olr1	0.7369	0.5171	0.0	59.0	34388.0	0.537051184	2.637840285	0.024449209	161.0	0.4	12.0	0.614816	0.379945504	0.620054496	0.3895
ENSMUSG00000032346	Ooep	0.8091	0.6207	0.0	198.0	10548.0	0.432391138	2.574288411	0.216195569	120.0	0.04	6.0	0.525411	0.528183716	0.471816284	0.4675
ENSMUSG00000055895	Oosp2	0.7479	0.0	0.0	33.0	19725.0	0.09854851	3.174007405	0.037572472	123.0	0.17	8.0	0.611672	0.386574625	0.613425375	0.413
ENSMUSG00000062257	Opcml	0.829	0.8437	0.194	440.0	394147.0	1.242169595	2.334184764	0.000335841	3881.0	1.99	586.0	0.590162	0.409725941	0.590274059	0.4625
ENSMUSG00000058831	Opn1sw	0.7116	0.9189	0.0	226.0	40400.0	0.030557678	3.050723541	0.070352864	191.0	1.07	9.0	0.512313	0.48480663	0.51519337	0.4965
ENSMUSG00000091455	Otogl	0.7372	0.8692	0.0	7.0	192083.0	1.411000764	2.437298389	0.002631839	109.0	1.62	115.0	0.614727	0.382705246	0.617294754	0.3645
ENSMUSG00000044819	Oxgr1	0.974	0.4158	0.0	527.0	904095.0	0.747135218	2.084079501	0.021004726	514.0	0.08	16.0	0.572929	0.422563942	0.577436058	0.4405
ENSMUSG00000025329	Padi1	0.8779	0.8187	0.0	128.0	35130.0	0.653934301	2.44490507	0.014269598	79.0	0.9	50.0	0.457129	0.537807314	0.462192686	0.5375
ENSMUSG00000020051	Pah	0.9519	0.7356	0.0	223.0	28134.0	0.325439267	2.178786793	0.006512359	258.0	2.01	48.0	0.570995	0.428089701	0.571910299	0.4555
ENSMUSG00000074452	Pate2	0.5597	0.8602	0.0	904.0	11689.0	0.406417112	2.662885115	0.007830984	75.0	0.14	64.0	0.595301	0.403810892	0.596189108	0.45125
ENSMUSG00000027168	Pax6	0.8961	0.7249	0.0	284.0	269580.0	1.417876241	2.146833976	0.066465257	4554.0	2.88	68.0	0.512208	0.490875348	0.509124652	0.54825
ENSMUSG00000047104	Pbp2	0.9922	0.5255	0.0	59.0	56054.0	0.258976318	2.185157221	0.26484375	87.0	0.19	2.0	0.4957			0.434
ENSMUSG00000047307	Pcdhb13	0.7086	0.7039	0.1225	72.0	6879.0	2.804430863	1.739979289	0.660468876	33.0	0.23	6.0	0.536658			0.44275
ENSMUSG00000103332	Pcdhga2	0.6585	0.5978	0.0974	153.0	7160.0	12.07715814	1.840986474	0.020362135	89.0	1.73	288.0	0.547601	0.450136421	0.549863579	0.459
ENSMUSG00000104346	Pcdhga3	0.7227	0.6476	0.1362	190.0	5354.0	12.12834225	1.602402896	0.022456555	70.0	1.74	263.0	0.547906	0.45000522	0.54999478	0.45325
ENSMUSG00000102748	Pcdhgb2	0.678	0.5644	0.1069	131.0	4618.0	13.6210848	1.797888113	0.045150513	86.0	1.73	235.0	0.548032	0.449469078	0.550530922	0.44275
ENSMUSG00000064330	Pde6h	0.5939	0.6506	0.0	174.0	1651.0	0.10618793	2.338574051	0.027786236	130.0	2.37	49.0	0.551729	0.447238242	0.552761758	0.47375
ENSMUSG00000038298	Pdzk1	0.9396	0.7015	0.2125	85.0	724.0	0.537815126	2.437419012	0.030280035	292.0	0.91	34.0	0.528482	0.469293796	0.530706204	0.49475
ENSMUSG00000057457	Phex	0.7522	0.6777	0.0	531.0	1790512.0	1.051948052	3.382282337	0.001907485	383.0	2.24	120.0	0.605994	0.393946879	0.606053121	0.40575
ENSMUSG00000046854	Pip5kl1	0.7323	0.6658	0.0	148.0	4860.0	0.167303285	3.285366775	0.043515993	138.0	0.9	23.0	0.480719	0.508168927	0.491831073	0.532
ENSMUSG00000089942	Pira2	0.6948	0.0	0.0	29.0	19364.0	0.537051184	2.019216871	0.046717631	169.0	-0.03	5.0	0.541384	0.458141482	0.541858518	0.45025
ENSMUSG00000028023	Pitx2	0.7506	0.6195	0.0	297.0	1303553.0	0.282658518	2.114958465	0.027746779	2216.0	2.03	53.0	0.511236	0.485341286	0.514658714	0.487
ENSMUSG00000033644	Piwil2	0.7969	0.8949	0.3442	199.0	77669.0	0.778456837	2.02114785	0.009837687	290.0	1.4	42.0	0.560052	0.435031527	0.564968473	0.47225
ENSMUSG00000038167	Plekhg6	0.7816	0.7204	0.0935	740.0	31071.0	0.36210848	2.215655979	0.019906259	377.0	0.85	31.0	0.472041	0.513515335	0.486484665	0.547
ENSMUSG00000025091	Pnliprp2	0.9581	0.4915	0.0	71.0	30832.0	0.140565317	2.372894981	0.027108941	132.0	0.83	21.0	0.534688	0.461462694	0.538537306	0.468
ENSMUSG00000046204	Pnma2	0.7227	0.7261	0.0	626.0	42481.0	0.970970206	3.292219774	0.061897514	364.0	0.31	15.0	0.518571	0.49054428	0.50945572	0.563
ENSMUSG00000045731	Pnoc	0.7987	0.6819	0.0	361.0	66797.0	0.370511841	2.986044052	0.017378332	1330.0	0.58	28.0	0.540565	0.45382679	0.54617321	0.51775
ENSMUSG00000048349	Pou4f1	0.8441	0.8401	0.0	267.0	623597.0	1.045836516	4.957503324	0.101343874	71.0	1.27	33.0	0.492094	0.530601384	0.469398616	0.59325
ENSMUSG00000067279	Ppp1r3c	0.6268	0.6025	0.0731	88.0	182015.0	0.336898396	2.002400402	0.086921202	128.0	0.29	8.0	0.563884	0.40400364	0.59599636	0.4475
ENSMUSG00000039556	Ppp1r3f	0.7005	0.6069	0.14	36.0	198457.0	0.875477464	2.372762799	0.036376479	22.0	0.86	31.0	0.516129	0.458783121	0.541216879	0.5545
ENSMUSG00000050423	Ppp1r3g	0.8852	0.7805	0.0	601.0	52479.0	0.295645531	2.217258601	0.046143191	765.0	0.22	20.0	0.537403	0.433031328	0.566968672	0.4315
ENSMUSG00000018259	Prl8a2	0.9999	0.049	0.0	65.0	33046.0	0.128342246	3.403209076	0.090696314	288.0	0.01	2.0	0.654026	0.339250493	0.660749507	0.3895
ENSMUSG00000030350	Prmt8	0.884	0.4135	0.0	726.0	208135.0	0.470588235	5.065537426	0.005020941	461.0	2.56	102.0	0.516927	0.480640099	0.519359901	0.5785
ENSMUSG00000047040	Prr15l	0.805	0.6389	0.0912	263.0	12827.0	0.600458365	4.201228044	0.078396803	3763.0	0.28	10.0	0.487363	0.504433696	0.495566304	0.52825
ENSMUSG00000058741	Prr19	0.9492	0.627	0.0	72.0	3424.0	0.242933537	2.846584391	0.183253764	172.0	0.45	1.0	0.497428	0.44197031	0.55802969	0.461
ENSMUSG00000079654	Prrt4	0.7265	0.8123	0.0991	193.0	14578.0	0.339954163	2.801449275	0.039405061	115.0	0.52	34.0	0.448372	0.514549121	0.485450879	0.54675
ENSMUSG00000020323	Prss57	0.869	0.5673	0.0629	195.0	13690.0	0.957983193	2.014625606	0.054179403	48.0	0.26	15.0	0.496205	0.487735139	0.512264861	0.483
ENSMUSG00000004540	Psg17	0.9969	0.6398	0.0	193.0	23097.0	0.252864782	2.180684826	0.043013556	328.0	-0.12	4.0	0.525355	0.472626099	0.527373901	0.49675
