ts_id	Geneid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENST00000402297	ENSG00000218739	8249	5	3157	631.4	4	5100	1275	2	28	14	2	2885	1442.5
ENST00000405799	ENSG00000218819	20402	4	7184	1796	3	13224	4408	4	283	70.75	1	1097	1097
ENST00000404991	ENSG00000218823	4294	1	4294	4294	0	0	0	1	221	221	1	2160	2160
ENST00000325421	ENSG00000218891	4076	2	2924	1462	1	1154	1154	2	58	29	1	1178	1178
ENST00000400277	ENSG00000219073	17542	5	1001	200.2	4	16549	4137.25	0	0	0	1	454	454
ENST00000552176	ENSG00000219200	1888	2	1487	743.5	1	403	403	0	0	0	0	0	0
ENST00000539943	ENSG00000219435	4326	4	921	230.25	3	3411	1137	1	317	317	1	125	125
ENST00000358295	ENSG00000219438	175628	4	2642	660.5	3	172992	57664	1	176	176	1	2086	2086
ENST00000430580	ENSG00000219481	51170	29	5961	205.55	28	45265	1616.61	7	895	127.86	1	1625	1625
ENST00000639110	ENSG00000219545	238423	5	2391	478.2	4	236040	59010	2	103	51.5	2	2050	1025
ENST00000405617	ENSG00000219607	4148	1	4148	4148	0	0	0	1	146	146	1	2926	2926
ENST00000461972	ENSG00000219626	20596	4	2620	655	3	17982	5994	0	0	0	0	0	0
ENST00000585527	ENSG00000220008	2242	1	2242	2242	0	0	0	1	249	249	1	215	215
ENST00000403903	ENSG00000220201	5079	4	2307	576.75	3	2778	926	1	1200	1200	1	289	289
ENST00000316509	ENSG00000220205	3801	5	2131	426.2	4	1678	419.5	1	70	70	1	1707	1707
ENST00000649162	ENSG00000220948	8504	7	1632	233.14	6	6884	1147.33	2	94	47	1	175	175
ENST00000641698	ENSG00000221813	8475	2	5155	2577.5	1	3322	3322	2	358	179	1	3862	3862
ENST00000520164	ENSG00000221818	203690	16	5182	323.88	15	198538	13235.87	1	555	555	1	2885	2885
ENST00000408925	ENSG00000221821	558	1	558	558	0	0	0	1	34	34	1	219	219
ENST00000234310	ENSG00000221823	73677	6	3030	505	5	70657	14131.4	1	406	406	1	2107	2107
ENST00000594378	ENSG00000221826	17736	8	1955	244.38	7	15795	2256.43	2	203	101.5	6	1476	246
ENST00000378643	ENSG00000221829	6105	14	2570	183.57	13	3561	273.92	1	419	419	1	270	270
ENST00000641693	ENSG00000221836	9899	2	8683	4341.5	1	1218	1218	2	239	119.5	1	7509	7509
ENST00000397911	ENSG00000221837	1287	1	1287	1287	0	0	0	1	80	80	1	329	329
ENST00000359593	ENSG00000221838	7398	15	3606	240.4	14	3820	272.86	1	73	73	1	2158	2158
ENST00000319760	ENSG00000221840	1072	1	1072	1072	0	0	0	1	54	54	1	71	71
ENST00000447166	ENSG00000221843	45336	5	16406	3281.2	4	28938	7234.5	1	42	42	1	194	194
ENST00000361883	ENSG00000221852	1184	1	1184	1184	0	0	0	1	54	54	1	606	606
ENST00000408916	ENSG00000221855	925	1	925	925	0	0	0	0	0	0	0	0	0
ENST00000641592	ENSG00000221858	12677	2	4165	2082.5	1	8514	8514	2	319	159.5	1	2914	2914
ENST00000380095	ENSG00000221859	1101	1	1101	1101	0	0	0	1	63	63	1	283	283
ENST00000360770	ENSG00000221864	740	1	740	740	0	0	0	1	42	42	1	258	258
ENST00000359827	ENSG00000221866	453962	32	13818	431.81	31	440206	14200.19	2	965	482.5	1	7139	7139
ENST00000598245	ENSG00000221867	3571	3	1765	588.33	2	1810	905	3	261	87	1	560	560
ENST00000408965	ENSG00000221869	1253	1	1253	1253	0	0	0	1	45	45	1	399	399
ENST00000391777	ENSG00000221874	34350	4	1256	314	3	33100	11033.33	2	124	62	1	429	429
ENST00000599226	ENSG00000221878	3447	2	2500	1250	1	949	949	0	0	0	0	0	0
ENST00000344363	ENSG00000221880	992	1	992	992	0	0	0	1	54	54	1	435	435
ENST00000641164	ENSG00000221882	2034	1	2034	2034	0	0	0	1	58	58	1	1029	1029
ENST00000408953	ENSG00000221886	6908	2	2810	1405	1	4100	4100	2	467	233.5	1	559	559
ENST00000408945	ENSG00000221887	12536	4	2106	526.5	3	10436	3478.67	2	204	102	1	1481	1481
ENST00000641256	ENSG00000221888	5712	2	3721	1860.5	1	1993	1993	2	160	80	1	2617	2617
ENST00000333039	ENSG00000221890	25578	5	5835	1167	4	19751	4937.75	1	171	171	1	4158	4158
ENST00000408890	ENSG00000221900	1294	1	1294	1294	0	0	0	1	40	40	1	364	364
ENST00000449309	ENSG00000221909	5816	2	2470	1235	1	3348	3348	2	362	181	1	387	387
ENST00000408955	ENSG00000221910	955	1	955	955	0	0	0	0	0	0	0	0	0
ENST00000380737	ENSG00000221914	81174	10	3933	393.3	9	77259	8584.33	1	313	313	1	2268	2268
ENST00000408991	ENSG00000221916	743	1	743	743	0	0	0	1	122	122	1	232	232
ENST00000422689	ENSG00000221923	15874	4	2262	565.5	3	13618	4539.33	1	44	44	1	482	482
ENST00000649191	ENSG00000221926	56347	12	3370	280.83	11	52999	4818.09	7	1021	145.86	1	650	650
ENST00000327930	ENSG00000221931	940	1	940	940	0	0	0	0	0	0	0	0	0
ENST00000408930	ENSG00000221932	1435	1	1435	1435	0	0	0	1	508	508	1	661	661
ENST00000641663	ENSG00000221933	6061	2	1743	871.5	1	4320	4320	2	92	46	1	719	719
ENST00000408947	ENSG00000221937	1044	1	1044	1044	0	0	0	1	43	43	1	30	30
ENST00000641068	ENSG00000221938	8014	2	2201	1100.5	1	5815	5815	2	125	62.5	1	1144	1144
ENST00000408957	ENSG00000221944	6676	1	6676	6676	0	0	0	1	676	676	1	4225	4225
ENST00000439441	ENSG00000221946	6441	2	1113	556.5	1	5330	5330	0	0	0	0	0	0
ENST00000408926	ENSG00000221947	66605	5	3205	641	4	63408	15852	3	563	187.67	1	1519	1519
ENST00000335238	ENSG00000221954	1064	1	1064	1064	0	0	0	1	35	35	1	100	100
ENST00000469902	ENSG00000221955	130106	14	3499	249.93	13	126633	9741	2	96	48	1	1247	1247
ENST00000409652	ENSG00000221963	19960	3	10068	3356	2	9896	4948	2	227	113.5	1	8809	8809
ENST00000533676	ENSG00000221968	9004	8	5322	665.25	7	3696	528	0	0	0	0	0	0
ENST00000641044	ENSG00000221970	10320	2	4748	2374	1	5574	5574	2	135	67.5	1	3681	3681
ENST00000641524	ENSG00000221977	13809	4	2859	714.75	3	10956	3652	4	299	74.75	1	1619	1619
ENST00000496007	ENSG00000221978	12812	13	4465	343.46	12	8371	697.58	0	0	0	0	0	0
ENST00000442744	ENSG00000221983	5695	5	2853	570.6	4	2850	712.5	2	63	31.5	1	2401	2401
ENST00000357155	ENSG00000221986	14648	9	1351	150.11	8	13313	1664.12	1	21	21	2	259	129.5
ENST00000395523	ENSG00000221988	10103	10	2121	212.1	9	8000	888.89	3	477	159	1	729	729
ENST00000408979	ENSG00000221989	958	1	958	958	0	0	0	0	0	0	0	0	0
ENST00000276054	ENSG00000221994	14126	5	3480	696	4	10654	2663.5	2	551	275.5	1	953	953
ENST00000359450	ENSG00000221995	5338	1	5338	5338	0	0	0	1	4659	4659	1	332	332
ENST00000624801	ENSG00000221996	1125	1	1125	1125	0	0	0	1	92	92	1	89	89
ENST00000485668	ENSG00000222009	6991	4	2663	665.75	3	4334	1444.67	0	0	0	0	0	0
ENST00000442873	ENSG00000222011	60256	8	2225	278.12	7	58045	8292.14	1	238	238	7	1552	221.71
ENST00000410061	ENSG00000222014	3074	1	3074	3074	0	0	0	1	451	451	1	1859	1859
ENST00000410005	ENSG00000222018	962	1	962	962	0	0	0	0	0	0	1	206	206
ENST00000408907	ENSG00000222028	1850	1	1850	1850	0	0	0	1	15	15	1	933	933
ENST00000547889	ENSG00000222036	36320	11	6677	607	10	29663	2966.3	1	53	53	2	5089	2544.5
ENST00000409602	ENSG00000222038	46599	15	3385	225.67	14	43242	3088.71	1	94	94	1	161	161
ENST00000487056	ENSG00000222046	7098	7	1870	267.14	6	5240	873.33	0	0	0	0	0	0
ENST00000530311	ENSG00000223417	10658	8	2172	271.5	7	8500	1214.29	3	332	110.67	1	477	477
ENST00000333796	ENSG00000223443	2416	1	2416	2416	0	0	0	1	90	90	1	734	734
ENST00000435634	ENSG00000223496	5164	1	5164	5164	0	0	0	1	41	41	1	4305	4305
ENST00000482399	ENSG00000223501	21606	19	3357	176.68	18	18285	1015.83	1	202	202	19	2889	152.05
ENST00000420162	ENSG00000223510	1191	3	782	260.67	2	413	206.5	1	30	30	1	184	184
ENST00000439326	ENSG00000223547	16836	4	6592	1648	3	10250	3416.67	1	144	144	1	4445	4445
ENST00000456464	ENSG00000223569	1663	1	1663	1663	0	0	0	0	0	0	0	0	0
ENST00000434505	ENSG00000223572	6338	10	1789	178.9	9	4567	507.44	2	394	197	1	134	134
ENST00000448587	ENSG00000223573	9869	3	3736	1245.33	2	6137	3068.5	1	111	111	2	3361	1680.5
ENST00000602548	ENSG00000223591	1621	1	1621	1621	0	0	0	0	0	0	1	802	802
ENST00000422359	ENSG00000223601	1209	1	1209	1209	0	0	0	1	39	39	1	70	70
ENST00000643122	ENSG00000223609	10821	4	810	202.5	3	10017	3339	2	238	119	1	127	127
ENST00000486479	ENSG00000223611	3219	1	3219	3219	0	0	0	1	765	765	0	0	0
ENST00000429565	ENSG00000223614	13420	4	1574	393.5	3	11852	3950.67	1	114	114	1	219	219
ENST00000434937	ENSG00000223638	4163	3	1038	346	2	3129	1564.5	2	173	86.5	0	0	0
ENST00000475092	ENSG00000223658	1280	1	1280	1280	0	0	0	1	108	108	1	225	225
ENST00000436466	ENSG00000223731	3101	2	2755	1377.5	1	348	348	2	91	45.5	0	0	0
ENST00000623882	ENSG00000223802	27615	8	2587	323.38	7	25042	3577.43	1	87	87	2	1442	721
ENST00000418931	ENSG00000223865	13708	6	3997	666.17	5	9721	1944.2	1	53	53	2	3164	1582
ENST00000528368	ENSG00000223953	1943	3	1356	452	2	591	295.5	2	234	117	1	390	390
ENST00000343938	ENSG00000224051	4096	3	2157	719	2	1943	971.5	2	378	189	1	1134	1134
ENST00000430448	ENSG00000224089	3324	3	1301	433.67	2	2027	1013.5	1	260	260	2	174	87
ENST00000423661	ENSG00000224107	1573	3	684	228	2	893	446.5	3	377	125.67	1	128	128
ENST00000417339	ENSG00000224109	1894	1	1894	1894	0	0	0	1	40	40	1	1036	1036
ENST00000412177	ENSG00000224383	5956	6	3134	522.33	5	2832	566.4	1	15	15	1	2545	2545
ENST00000435363	ENSG00000224389	20625	41	5468	133.37	40	15237	380.93	1	52	52	1	142	142
ENST00000420022	ENSG00000224420	1913	2	1720	860	1	195	195	1	1175	1175	1	83	83
ENST00000458472	ENSG00000224440	622	2	433	216.5	1	191	191	1	4	4	1	102	102
ENST00000683775	ENSG00000224470	48891	3	8534	2844.67	2	40361	20180.5	3	946	315.33	1	5519	5519
ENST00000416247	ENSG00000224531	44901	2	4889	2444.5	1	40014	40014	1	481	481	1	4132	4132
ENST00000565308	ENSG00000224578	93346	2	1574	787	1	91774	91774	2	746	373	0	0	0
ENST00000442674	ENSG00000224586	6628	6	1832	305.33	5	4806	961.2	0	0	0	0	0	0
ENST00000442437	ENSG00000224659	7329	5	546	109.2	4	6791	1697.75	2	98	49	1	92	92
ENST00000531598	ENSG00000224712	17396	8	1163	145.38	7	16247	2321	0	0	0	1	46	46
ENST00000573090	ENSG00000224877	1905	3	744	248	2	1165	582.5	0	0	0	0	0	0
ENST00000381722	ENSG00000224902	7320	5	532	106.4	4	6796	1699	2	84	42	1	92	92
ENST00000585685	ENSG00000224916	7329	6	1835	305.83	5	5504	1100.8	1	41	41	4	1409	352.25
ENST00000446477	ENSG00000224940	11361	6	3550	591.67	5	7821	1564.2	3	317	105.67	1	531	531
ENST00000412172	ENSG00000224960	3136	1	3136	3136	0	0	0	1	46	46	1	592	592
ENST00000426426	ENSG00000224982	49303	3	2778	926	2	46529	23264.5	1	76	76	1	2371	2371
ENST00000436629	ENSG00000225110	4089	2	3296	1648	1	795	795	2	301	150.5	1	1259	1259
ENST00000414089	ENSG00000225180	17659	6	1583	263.83	5	16086	3217.2	0	0	0	0	0	0
ENST00000430334	ENSG00000225190	54823	12	5252	437.67	11	49593	4508.45	2	113	56.5	1	1959	1959
ENST00000530484	ENSG00000225327	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000602699	ENSG00000225366	2711	1	2711	2711	0	0	0	1	819	819	1	1326	1326
ENST00000419795	ENSG00000225396	787	3	466	155.33	2	325	162.5	1	101	101	1	124	124
ENST00000678164	ENSG00000225526	12619	3	1848	616	2	10775	5387.5	0	0	0	0	0	0
ENST00000424496	ENSG00000225528	4323	2	1324	662	1	3001	3001	2	980	490	1	150	150
ENST00000454109	ENSG00000225556	2740	2	1759	879.5	1	983	983	2	588	294	1	110	110
ENST00000565624	ENSG00000225614	57796	3	13773	4591	2	44027	22013.5	3	490	163.33	1	1422	1422
ENST00000576730	ENSG00000225663	4247	5	2984	596.8	4	1271	317.75	1	2157	2157	2	531	265.5
ENST00000489483	ENSG00000225697	8604	12	5694	474.5	11	2932	266.55	0	0	0	0	0	0
ENST00000418316	ENSG00000225781	943	1	943	943	0	0	0	0	0	0	0	0	0
ENST00000530210	ENSG00000225805	6110	2	215	107.5	1	5897	5897	0	0	0	0	0	0
ENST00000416512	ENSG00000225828	2954	2	2761	1380.5	1	195	195	0	0	0	0	0	0
ENST00000623073	ENSG00000225830	49827	15	11041	736.07	14	38814	2772.43	0	0	0	0	0	0
ENST00000425520	ENSG00000225899	2902	4	2098	524.5	3	808.5	269.5	1	52.5	52.5	1	1205	1205
ENST00000443774	ENSG00000225899	2899	4	2098	524.5	3	808.5	269.5	1	52.5	52.5	1	1205	1205
ENST00000451315	ENSG00000225921	6379	8	1691	211.38	7	4702	671.71	1	25	25	1	886	886
ENST00000486333	ENSG00000225932	2589	1	2589	2589	0	0	0	1	39	39	1	217	217
ENST00000593537	ENSG00000225950	933	1	933	933	0	0	0	0	0	0	1	300	300
ENST00000424383	ENSG00000225968	59837	3	3848	1282.67	2	55993	27996.5	3	490	163.33	1	872	872
ENST00000436697	ENSG00000225973	1941	2	946	473	1	997	997	2	337	168.5	1	445	445
ENST00000419194	ENSG00000226023	3324	3	1301	433.67	2	2027	1013.5	1	260	260	2	174	87
ENST00000622774	ENSG00000226124	32833	4	2072	518	3	30767	10255.67	2	462	231	1	1165	1165
ENST00000451127	ENSG00000226174	15323	4	2620	655	3	12709	4236.33	2	139	69.5	1	2027	2027
ENST00000641896	ENSG00000226288	11599	2	6593	3296.5	1	5008	5008	2	143	71.5	1	5476	5476
ENST00000443866	ENSG00000226321	86983	32	5414	169.19	31	81631	2633.26	1	185	185	1	231	231
ENST00000441525	ENSG00000226372	3459	1	3459	3459	0	0	0	1	116	116	1	1541	1541
ENST00000530447	ENSG00000226430	1684	1	1684	1684	0	0	0	1	91	91	0	0	0
ENST00000426077	ENSG00000226479	5923	1	5923	5923	0	0	0	1	425	425	1	4446	4446
ENST00000427937	ENSG00000226490	4101	2	650	325	1	3453	3453	1	60	60	1	23	23
ENST00000417256	ENSG00000226600	3324	3	1301	433.67	2	2027	1013.5	1	260	260	2	174	87
ENST00000435029	ENSG00000226650	4388	1	4388	4388	0	0	0	1	106	106	1	578	578
ENST00000419982	ENSG00000226685	2053	2	1167	583.5	1	888	888	1	260	260	1	40	40
ENST00000641054	ENSG00000226690	72603	7	2110	301.43	6	70505	11750.83	0	0	0	0	0	0
ENST00000587347	ENSG00000226742	3314	2	1059	529.5	1	2257	2257	0	0	0	0	0	0
ENST00000543475	ENSG00000226746	2845	1	2845	2845	0	0	0	0	0	0	0	0	0
ENST00000533467	ENSG00000226761	931	1	931	931	0	0	0	0	0	0	0	0	0
ENST00000607544	ENSG00000226763	17882	3	2701	900.33	2	15185	7592.5	3	325	108.33	1	229	229
ENST00000458128	ENSG00000226784	1691	1	1691	1691	0	0	0	0	0	0	1	926	926
ENST00000563710	ENSG00000226792	29092	4	3014	753.5	3	26084	8694.67	0	0	0	1	2033	2033
ENST00000621837	ENSG00000226807	73403	31	4195	135.32	30	69268	2308.93	1	82	82	1	130	130
ENST00000443173	ENSG00000226887	8874	3	3617	1205.67	2	5261	2630.5	3	649	216.33	1	1277	1277
ENST00000457020	ENSG00000226929	3320	3	1297	432.33	2	2027	1013.5	1	256	256	2	174	87
ENST00000250831	ENSG00000226941	14413	12	1898	158.17	11	12537	1139.73	2	119	59.5	1	279	279
ENST00000454783	ENSG00000226979	2272	4	1511	377.75	3	767	255.67	2	260	130	1	632	632
ENST00000555004	ENSG00000227051	54611	2	7629	3814.5	1	46984	46984	1	140	140	1	7237	7237
ENST00000374617	ENSG00000227057	10133	15	2085	139	14	8076	576.86	1	70	70	1	169	169
ENST00000545940	ENSG00000227059	17567	10	2128	212.8	9	15457	1717.44	2	95	47.5	1	574	574
ENST00000652011	ENSG00000227124	49683	5	3928	785.6	4	45763	11440.75	2	170	85	1	1011	1011
ENST00000507227	ENSG00000227140	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000452123	ENSG00000227151	3023	3	1850	616.67	2	1177	588.5	2	235	117.5	1	949	949
ENST00000449283	ENSG00000227234	1114	2	468	234	1	648	648	1	101	101	1	55	55
ENST00000445946	ENSG00000227268	4377	1	4377	4377	0	0	0	1	1047	1047	1	2794	2794
ENST00000616448	ENSG00000227345	123750	18	4312	239.56	17	119472	7027.76	1	303	303	1	1062	1062
ENST00000467156	ENSG00000227471	5688	3	1992	664	2	3700	1850	0	0	0	0	0	0
ENST00000405679	ENSG00000227488	7329	5	532	106.4	4	6805	1701.25	2	84	42	1	92	92
ENST00000472442	ENSG00000227500	3894	2	2975	1487.5	1	921	921	0	0	0	0	0	0
ENST00000482429	ENSG00000227507	1784	2	1390	695	1	396	396	0	0	0	0	0	0
ENST00000415041	ENSG00000227551	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000557640	ENSG00000227729	2105	3	1425	475	2	684	342	2	447	223.5	1	381	381
ENST00000532739	ENSG00000227827	21285	31	9963	321.39	30	11382	379.4	0	0	0	0	0	0
ENST00000566855	ENSG00000227868	5020	3	515	171.67	2	4509	2254.5	1	80	80	1	68	68
ENST00000612853	ENSG00000227877	1334	2	900	450	1	436	436	0	0	0	0	0	0
ENST00000358438	ENSG00000228049	6263	3	2068	689.33	2	4199	2099.5	1	29	29	1	1561	1561
ENST00000585477	ENSG00000228075	3325	1	3325	3325	0	0	0	1	227	227	1	2580	2580
ENST00000380222	ENSG00000228083	1005	1	1005	1005	0	0	0	1	71	71	1	365	365
ENST00000539652	ENSG00000228144	46070	8	992	124	7	45092	6441.71	1	35	35	3	446	148.67
ENST00000641626	ENSG00000228198	15662	2	9915	4957.5	1	5749	5749	2	57	28.5	1	8920	8920
ENST00000431067	ENSG00000228278	3384	6	765	127.5	5	2629	525.8	1	37	37	1	118	118
ENST00000485191	ENSG00000228300	3153	2	1677	838.5	1	1478	1478	0	0	0	0	0	0
ENST00000429985	ENSG00000228474	1164	2	561	280.5	1	605	605	1	188	188	2	260	130
ENST00000451384	ENSG00000228486	33312	10	1366	136.6	9	31964	3551.56	0	0	0	0	0	0
ENST00000434883	ENSG00000228517	3320	3	1297	432.33	2	2027	1013.5	1	256	256	2	174	87
ENST00000311170	ENSG00000228567	1049	1	1049	1049	0	0	0	1	59	59	1	85	85
ENST00000429984	ENSG00000228570	24141	10	6265	626.5	9	17894	1988.22	4	3350	837.5	1	273	273
ENST00000422725	ENSG00000228594	2125	1	2125	2125	0	0	0	1	121	121	1	1324	1324
ENST00000453129	ENSG00000228607	755	1	755	755	0	0	0	1	50	50	1	16	16
ENST00000434752	ENSG00000228672	4514	1	4514	4514	0	0	0	1	24	24	1	1443	1443
ENST00000450673	ENSG00000228696	26866	4	5244	1311	3	21628	7209.33	2	110	55	1	4599	4599
ENST00000439211	ENSG00000228716	28759	6	3925	654.17	5	24844	4968.8	1	495	495	1	2862	2862
ENST00000415669	ENSG00000228727	1857	5	921	184.2	4	944	236	1	60	60	1	321	321
ENST00000487941	ENSG00000228836	8170	5	1166	233.2	4	7012	1753	2	87	43.5	1	507	507
ENST00000504104	ENSG00000228856	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000491844	ENSG00000228927	2758	4	1899	474.75	3	865	288.33	0	0	0	0	0	0
ENST00000451980	ENSG00000229086	5842	5	1362	272.4	4	4488	1122	0	0	0	0	0	0
ENST00000546591	ENSG00000229117	1336	3	679	226.33	2	661	330.5	1	156	156	1	444	444
ENST00000624544	ENSG00000229183	3319	1	3319	3319	0	0	0	0	0	0	0	0	0
ENST00000341750	ENSG00000229292	4304	3	1175	391.67	2	3133	1566.5	2	69	34.5	1	242	242
ENST00000259396	ENSG00000229314	3383	6	770	128.33	5	2623	524.6	1	37	37	1	123	123
ENST00000434006	ENSG00000229453	21501	5	449	89.8	4	21060	5265	0	0	0	1	151	151
ENST00000682850	ENSG00000229474	45593	18	2428	134.89	17	43199	2541.12	4	561	140.25	1	222	222
ENST00000451024	ENSG00000229544	4794	2	3213	1606.5	1	1583	1583	1	93	93	1	2187	2187
ENST00000477879	ENSG00000229549	2758	4	1899	474.75	3	865	288.33	0	0	0	0	0	0
ENST00000614839	ENSG00000229571	9209	4	1867	466.75	3	7348	2449.33	2	96	48	1	333	333
ENST00000509660	ENSG00000229579	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000422730	ENSG00000229637	1575	2	562	281	1	1015	1015	2	214	107	1	76	76
ENST00000544357	ENSG00000229665	3023	3	1850	616.67	2	7748.5	3874.25	2	235	117.5	1	949	949
ENST00000614894	ENSG00000229665	16166	3	1850	616.67	2	7748.5	3874.25	2	235	117.5	1	949	949
ENST00000448797	ENSG00000229674	668	1	668	668	0	0	0	1	93	93	1	129	129
ENST00000456783	ENSG00000229676	33349	4	4250	1062.5	3	29105	9701.67	2	246	123	1	2407	2407
ENST00000563276	ENSG00000229809	3064	3	1495	498.33	2	1573	786.5	1	460	460	1	245	245
ENST00000623154	ENSG00000229833	1816	1	1816	1816	0	0	0	0	0	0	0	0	0
ENST00000543505	ENSG00000229859	5756	6	1633	272.17	5	4133	826.6	1	831	831	0	0	0
ENST00000505354	ENSG00000229894	1869	1	1869	1869	0	0	0	1	35	35	1	173	173
ENST00000512047	ENSG00000229924	6323	7	2499	357	6	3836	639.33	4	538	134.5	1	564	564
ENST00000506618	ENSG00000229937	1078	1	1078	1078	0	0	0	1	65	65	1	57	57
ENST00000437810	ENSG00000229972	3946	7	1277	182.43	6	2681	446.83	5	784	156.8	1	27	27
ENST00000454856	ENSG00000230031	30944	11	1698	154.36	10	29266	2926.6	1	34	34	1	20	20
ENST00000423632	ENSG00000230054	1503	2	471	235.5	1	1034	1034	1	32	32	1	226	226
ENST00000445060	ENSG00000230062	4680	2	2553	1276.5	1	2129	2129	0	0	0	1	2331	2331
ENST00000645415	ENSG00000230124	233303	15	5276	351.73	14	228055	16289.64	1	689	689	9	3814	423.78
ENST00000456475	ENSG00000230178	996	1	996	996	0	0	0	1	20	20	1	38	38
ENST00000473520	ENSG00000230268	586	1	586	586	0	0	0	0	0	0	0	0	0
ENST00000615035	ENSG00000230301	1114	1	1114	1114	0	0	0	1	90	90	1	95	95
ENST00000457977	ENSG00000230347	3324	3	1301	433.67	2	2027	1013.5	1	260	260	2	174	87
ENST00000424157	ENSG00000230358	7952	7	1261	180.14	6	6703	1117.17	0	0	0	1	46	46
ENST00000509271	ENSG00000230430	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000290943	ENSG00000230453	48609	16	3789	236.81	15	44850	2990	1	97	97	1	642	642
ENST00000381393	ENSG00000230522	2416	2	795	397.5	1	1623	1623	1	54	54	1	114	114
ENST00000529559	ENSG00000230549	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000514853	ENSG00000230561	238118	7	923	131.86	6	237207	39534.5	1	56	56	1	40	40
ENST00000415858	ENSG00000230594	3324	3	1301	433.67	2	2027	1013.5	1	260	260	2	174	87
ENST00000436752	ENSG00000230601	15760	5	839	167.8	4	14929	3732.25	2	264	132	1	210	210
ENST00000467614	ENSG00000230626	4277	2	1265	632.5	1	3014	3014	0	0	0	1	46	46
ENST00000279575	ENSG00000230657	3361	4	927	231.75	3	2440	813.33	1	39	39	2	143	71.5
ENST00000596516	ENSG00000230667	910	1	910	910	0	0	0	0	0	0	0	0	0
ENST00000453380	ENSG00000230707	1498	1	1498	1498	0	0	0	1	329	329	1	348	348
ENST00000434396	ENSG00000230778	4694	1	4694	4694	0	0	0	1	479	479	1	3073	3073
ENST00000429584	ENSG00000230797	2755	1	2755	2755	0	0	0	1	499	499	1	1138	1138
ENST00000366215	ENSG00000230873	3436	2	2087	1043.5	1	1351	1351	0	0	0	0	0	0
ENST00000433866	ENSG00000230989	11761	4	8653	2163.25	3	3114	1038	1	100	100	2	8321	4160.5
ENST00000504543	ENSG00000231051	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000444335	ENSG00000231068	254	1	254	254	0	0	0	1	19	19	1	59	59
ENST00000641874	ENSG00000231192	7829	2	6001	3000.5	1	1830	1830	2	150	75	1	4910	4910
ENST00000443512	ENSG00000231213	19511	8	1108	138.5	7	18417	2631	1	135	135	2	152	76
ENST00000449302	ENSG00000231256	7187	6	3767	627.83	5	3430	686	1	29	29	1	3239	3239
ENST00000612221	ENSG00000231274	4889	4	1274	318.5	3	3621	1207	0	0	0	1	191	191
ENST00000479107	ENSG00000231389	8610	2	5027	2513.5	1	3585	3585	0	0	0	0	0	0
ENST00000417945	ENSG00000231396	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000472218	ENSG00000231500	1191	2	1111	555.5	1	82	82	0	0	0	0	0	0
ENST00000511681	ENSG00000231637	1594	1	1594	1594	0	0	0	0	0	0	0	0	0
ENST00000532628	ENSG00000231738	21961	7	3836	548	6	18137	3022.83	0	0	0	0	0	0
ENST00000647225	ENSG00000231767	523	1	523	523	0	0	0	1	52	52	0	0	0
ENST00000434239	ENSG00000231824	54348	2	3067	1533.5	1	51283	51283	1	205	205	1	2652	2652
ENST00000479074	ENSG00000231852	3279	9	2146	238.44	8	1149	143.62	0	0	0	0	0	0
ENST00000427338	ENSG00000231861	952	1	952	952	0	0	0	0	0	0	0	0	0
ENST00000539853	ENSG00000231887	164970	4	841	210.25	3	164135	54711.67	3	299	99.67	1	14	14
ENST00000602039	ENSG00000231924	4181	3	2833	944.33	2	1352	676	0	0	0	0	0	0
ENST00000434618	ENSG00000231925	14386	8	3458	432.25	7	10942	1563.14	1	38	38	1	2067	2067
ENST00000522232	ENSG00000231989	2235	1	2235	2235	0	0	0	1	269	269	1	1349	1349
ENST00000416929	ENSG00000232030	1225	1	1225	1225	0	0	0	0	0	0	0	0	0
ENST00000452236	ENSG00000232040	16765	4	5939	1484.75	3	10832	3610.67	1	582	582	1	1377	1377
ENST00000673682	ENSG00000232070	4913	7	1618	231.14	6	3307	551.17	3	535	178.33	4	876	219
ENST00000479126	ENSG00000232112	779	2	690	345	1	91	91	0	0	0	0	0	0
ENST00000417563	ENSG00000232113	1794	2	814	407	1	982	982	1	185	185	1	95	95
ENST00000371317	ENSG00000232119	17060	6	9583	1597.17	5	7487	1497.4	1	137	137	1	8896	8896
ENST00000674258	ENSG00000232125	69951	15	2500	166.67	14	67479	4819.93	0	0	0	0	0	0
ENST00000399974	ENSG00000232196	1691	1	1691	1691	0	0	0	1	767	767	1	838	838
ENST00000449188	ENSG00000232237	13243	2	2038	1019	1	11207	11207	2	608	304	1	810	810
