Geneid	Genename	length
ENSMUSG00000061165	Olfr160	7288
ENSMUSG00000061171	Slc38a11	47395
ENSMUSG00000061175	Fnip2	111824
ENSMUSG00000061184	Tmprss11c	57829
ENSMUSG00000061186	Sfmbt2	222807
ENSMUSG00000061195	Olfr1289	3798
ENSMUSG00000061207	Stk19	12954
ENSMUSG00000061208	Vmn1r8	5109
ENSMUSG00000061210	Olfr47	5432
ENSMUSG00000061232	H2-K1	4296
ENSMUSG00000061244	Exoc5	62565
ENSMUSG00000061259	Tmprss11d	71205
ENSMUSG00000061273	Mmgt1	12559
ENSMUSG00000061286	Exosc5	12179
ENSMUSG00000061288	Taok3	155090
ENSMUSG00000061292	Cyp3a59	34032
ENSMUSG00000061295	Olfr1261	4953
ENSMUSG00000061296	Vmn1r210	5475
ENSMUSG00000061296	Vmn1r210	5475
ENSMUSG00000061298	Agbl4	1266628
ENSMUSG00000061306	Slc38a10	47388
ENSMUSG00000061306	Slc38a10	47388
ENSMUSG00000061311	Rag1	11221
ENSMUSG00000061313	Ddhd2	28937
ENSMUSG00000061315	Naca	13060
ENSMUSG00000061322	Dnaic1	68385
ENSMUSG00000061336	Olfr116	6624
ENSMUSG00000061342	Olfr1168	5041
ENSMUSG00000061353	Cxcl12	12794
ENSMUSG00000061356	Nuggc	49987
ENSMUSG00000061360	Phf5a	7393
ENSMUSG00000061361	Olfr168	6283
ENSMUSG00000061367	Olfr771	4750
ENSMUSG00000061371	Zfp873	13460
ENSMUSG00000061374	Fiz1	7640
ENSMUSG00000061376	Vmn1r219	8844
ENSMUSG00000061376	Vmn1r219	8844
ENSMUSG00000061376	Vmn1r219	8844
ENSMUSG00000061387	Olfr1490	8456
ENSMUSG00000061387	Olfr1490	8456
ENSMUSG00000061388	Csn1s2b	16346
ENSMUSG00000061392	Mageb5	3476
ENSMUSG00000061393	Acvr2b	32553
ENSMUSG00000061397	Krt79	10994
ENSMUSG00000061410	Zcchc14	54200
ENSMUSG00000061411	Nol4l	122511
ENSMUSG00000061414	Cracr2a	112912
ENSMUSG00000061436	Hipk2	181776
ENSMUSG00000061451	Tmem151a	14454
ENSMUSG00000061455	Stx17	61583
ENSMUSG00000061457	Olfr871	1148
ENSMUSG00000061458	Nol10	81639
ENSMUSG00000061461	Smim20	11404
ENSMUSG00000061461	Smim20	11404
ENSMUSG00000061462	Obscn	142121
ENSMUSG00000061462	Obscn	142121
ENSMUSG00000061469	Gm12569	14582
ENSMUSG00000061474	Mrps36	8706
ENSMUSG00000061477	Rps7	5101
ENSMUSG00000061479	Snrpa	9266
ENSMUSG00000061482	Hist1h4d	1139
ENSMUSG00000061489	Olfr525	6769
ENSMUSG00000061489	Olfr525	6769
ENSMUSG00000061517	Sox21	3800
ENSMUSG00000061518	Cox5b	2199
ENSMUSG00000061520	Olfr153	1259
ENSMUSG00000061524	Zic2	4419
ENSMUSG00000061525	4921509C19Rik	5613
ENSMUSG00000061527	Krt5	5830
ENSMUSG00000061531	Tmem236	47472
ENSMUSG00000061533	Cep128	385919
ENSMUSG00000061535	C1qtnf7	103266
ENSMUSG00000061536	Sec22c	24916
ENSMUSG00000061540	Orm2	3431
ENSMUSG00000061544	Zfp229	35620
ENSMUSG00000061549	Olfr301	10180
ENSMUSG00000061559	Wdr61	19749
ENSMUSG00000061561	Olfr373	19909
ENSMUSG00000061576	Dpp6	909105
ENSMUSG00000061577	Adgrg5	19588
ENSMUSG00000061578	Ksr2	361005
ENSMUSG00000061584	Lyg2	10572
ENSMUSG00000061589	Dot1l	40257
ENSMUSG00000061601	Pclo	348543
ENSMUSG00000061602	Vmn1r78	9704
ENSMUSG00000061602	Vmn1r78	9704
ENSMUSG00000061603	Akap6	456218
ENSMUSG00000061607	Mdc1	18157
ENSMUSG00000061613	U2af1	11813
ENSMUSG00000061614	Olfr845	5263
ENSMUSG00000061615	Hist1h2ab	474
ENSMUSG00000061616	Olfr12	5626
ENSMUSG00000061626	Olfr68	5342
ENSMUSG00000061633	1700029P11Rik	1025
ENSMUSG00000061637	Olfr1457	4514
ENSMUSG00000061650	Med9	14001
ENSMUSG00000061653	Vmn1r46	17410
ENSMUSG00000061653	Vmn1r46	17410
ENSMUSG00000061653	Vmn1r46	17410
ENSMUSG00000061653	Vmn1r46	17410
ENSMUSG00000061665	Cd2ap	83440
ENSMUSG00000061666	Gdpd1	40197
ENSMUSG00000061689	Dlgap4	150660
ENSMUSG00000061701	Fbxw20	17324
ENSMUSG00000061702	Tmem91	6029
ENSMUSG00000061707	Gm4871	3156
ENSMUSG00000061718	Ppp1r1b	9394
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061723	Tnnt3	17174
ENSMUSG00000061731	Ext1	282123
ENSMUSG00000061740	Cyp2d22	9735
ENSMUSG00000061742	Slc22a12	7189
ENSMUSG00000061751	Kalrn	523845
ENSMUSG00000061755	Bod1l	56779
ENSMUSG00000061755	Bod1l	56779
ENSMUSG00000061758	Akr1b10	12734
ENSMUSG00000061759	Armt1	22676
ENSMUSG00000061762	Tac1	8100
ENSMUSG00000061769	Klra6	13923
ENSMUSG00000061778	Mospd2	44208
ENSMUSG00000061780	Cfd	1804
ENSMUSG00000061787	Rps17	2523
ENSMUSG00000061798	Olfr1204	8630
ENSMUSG00000061802	Armc4	209729
ENSMUSG00000061808	Ttr	9043
ENSMUSG00000061809	Tbpl2	24876
ENSMUSG00000061815	Rufy4	22684
ENSMUSG00000061816	Myl1	20850
ENSMUSG00000061825	Ces2c	7417
ENSMUSG00000061829	Vmn1r214	7541
ENSMUSG00000061829	Vmn1r214	7541
ENSMUSG00000061838	Suclg2	245793
ENSMUSG00000061845	Defa35	960
ENSMUSG00000061847	Defb39	11986
ENSMUSG00000061859	Patj	323814
ENSMUSG00000061859	Patj	323814
ENSMUSG00000061875	Olfr1148	5272
ENSMUSG00000061877	BC048679	4008
ENSMUSG00000061877	BC048679	4008
ENSMUSG00000061878	Sphk1	5734
ENSMUSG00000061882	Ccdc62	39218
ENSMUSG00000061887	Ssbp3	138226
ENSMUSG00000061894	Zscan20	26553
ENSMUSG00000061898	Rbak	8591
ENSMUSG00000061904	Slc25a3	7487
ENSMUSG00000061906	Ugt2b38	14263
ENSMUSG00000061911	Myt1l	394831
ENSMUSG00000061923	Odf1	7534
ENSMUSG00000061928	Dsg1b	33469
ENSMUSG00000061937	Csn1s2a	14232
ENSMUSG00000061937	Csn1s2a	14232
ENSMUSG00000061947	Serpina10	16660
ENSMUSG00000061950	Ppp4r1	58573
ENSMUSG00000061952	Olfr1377	4628
ENSMUSG00000061958	Gm14851	978
ENSMUSG00000061959	Ces1e	28403
ENSMUSG00000061961	Olfr815	5299
ENSMUSG00000061972	Olfr99	4419
ENSMUSG00000061974	Cldn24	664
ENSMUSG00000061977	Tas2r104	910
ENSMUSG00000061979	Rcc1l	28722
ENSMUSG00000061981	Flot2	22505
ENSMUSG00000061981	Flot2	22505
ENSMUSG00000061983	Rps12	2094
ENSMUSG00000061984	Olfr392	5311
ENSMUSG00000061984	Olfr392	5311
ENSMUSG00000061991	Hist1h2af	400
ENSMUSG00000062006	Rpl34	3561
ENSMUSG00000062007	Hsh2d	11891
ENSMUSG00000062012	Zfp13	23637
ENSMUSG00000062014	Gmfb	14095
ENSMUSG00000062014	Gmfb	14095
ENSMUSG00000062017	Abca14	121390
ENSMUSG00000062028	Irgc1	19029
ENSMUSG00000062031	Pgghg	6267
ENSMUSG00000062037	Olfr285	8152
ENSMUSG00000062040	Zfp27	13241
ENSMUSG00000062042	Olfr294	1009
ENSMUSG00000062044	Lmtk3	20408
ENSMUSG00000062054	Iah1	7432
ENSMUSG00000062061	Obp2a	3285
ENSMUSG00000062064	Slc2a7	19512
ENSMUSG00000062070	Pgk1	16601
ENSMUSG00000062074	Ccn6	12826
ENSMUSG00000062075	Lmnb2	17044
ENSMUSG00000062077	Trim54	20918
ENSMUSG00000062078	Qk	116781
ENSMUSG00000062082	Cd200r4	27403
ENSMUSG00000062098	Btbd3	332624
ENSMUSG00000062101	Zfp119b	11121
ENSMUSG00000062103	Olfr924	7048
ENSMUSG00000062105	Olfr183	6086
ENSMUSG00000062105	Olfr183	6086
ENSMUSG00000062105	Olfr183	6086
ENSMUSG00000062110	Scfd2	326935
ENSMUSG00000062115	Rai1	94186
ENSMUSG00000062116	Zfp954	6800
ENSMUSG00000062121	Olfr149	6601
ENSMUSG00000062124	Defb45	6210
ENSMUSG00000062127	Cttnbp2nl	51233
ENSMUSG00000062128	Olfr20	5170
ENSMUSG00000062132	Arhgap33os	7073
ENSMUSG00000062142	Olfr569	7175
ENSMUSG00000062148	Ear6	894
ENSMUSG00000062151	Unc13c	489546
ENSMUSG00000062154	Tex33	17514
ENSMUSG00000062154	Tex33	17514
ENSMUSG00000062157	Ifnlr1	21896
ENSMUSG00000062162	Mageb1	1144
ENSMUSG00000062165	Vmn1r232	6553
ENSMUSG00000062165	Vmn1r232	6553
ENSMUSG00000062168	Ppef1	96880
ENSMUSG00000062169	Cnih4	21557
ENSMUSG00000062170	Fmr1nb	42730
ENSMUSG00000062175	Tgif2	15565
ENSMUSG00000062181	Ces3b	10176
ENSMUSG00000062184	Hs6st2	294646
ENSMUSG00000062186	Olfr395	5983
ENSMUSG00000062190	Lancl2	36901
ENSMUSG00000062198	2700097O09Rik	34451
ENSMUSG00000062199	Olfr1465	2775
ENSMUSG00000062200	Vmn2r7	159723
ENSMUSG00000062201	Prl3d3	5805
ENSMUSG00000062202	Btbd9	360966
ENSMUSG00000062203	Gspt1	34980
ENSMUSG00000062204	Olfr1373	937
ENSMUSG00000062209	Erbb4	1075875
ENSMUSG00000062210	Tnfaip8	127640
ENSMUSG00000062232	Rapgef2	223988
ENSMUSG00000062234	Gak	60327
ENSMUSG00000062234	Gak	60327
ENSMUSG00000062245	Olfr170	6188
ENSMUSG00000062248	Cks2	5430
ENSMUSG00000062252	Lhfpl5	9921
ENSMUSG00000062257	Opcml	1134465
ENSMUSG00000062270	Morf4l1	23111
ENSMUSG00000062272	Olfr1129	3359
ENSMUSG00000062275	Fbxw24	24943
ENSMUSG00000062278	Gm11562	818
ENSMUSG00000062296	Trank1	84038
ENSMUSG00000062300	Nectin2	32931
ENSMUSG00000062309	Rpp25	1424
ENSMUSG00000062310	Glrp1	10197
ENSMUSG00000062312	Erbb2	25248
ENSMUSG00000062314	Olfr1505	8338
ENSMUSG00000062314	Olfr1505	8338
ENSMUSG00000062327	T	8075
ENSMUSG00000062328	Rpl17	4824
ENSMUSG00000062329	Cytl1	4303
ENSMUSG00000062342	Serpinb9e	11240
ENSMUSG00000062345	Serpinb2	14177
ENSMUSG00000062352	Itgb1bp1	18801
ENSMUSG00000062369	Usp17lb	2348
ENSMUSG00000062372	Otof	94872
ENSMUSG00000062373	Tmem65	41263
ENSMUSG00000062376	Borcs7	13478
ENSMUSG00000062380	Tubb3	10593
ENSMUSG00000062382	Ftl1-ps1	7003
ENSMUSG00000062393	Dgkk	124194
ENSMUSG00000062397	Zfp706	10377
ENSMUSG00000062400	Krtap6-5	596
ENSMUSG00000062410	Hsd3b3	21606
ENSMUSG00000062421	Arf2	18600
ENSMUSG00000062426	Olfr304	1003
ENSMUSG00000062432	Cyp26c1	7819
ENSMUSG00000062433	Krtap6-2	787
ENSMUSG00000062434	Olfr516	5743
ENSMUSG00000062438	Adam1b	3339
ENSMUSG00000062444	Ap3b2	33528
ENSMUSG00000062456	Rpl9-ps6	715
ENSMUSG00000062464	Cyp4f37	14877
ENSMUSG00000062480	Acat3	16789
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062483	Vmn1r171	3650
ENSMUSG00000062488	Ifit3b	5433
ENSMUSG00000062497	Olfr1411	3344
ENSMUSG00000062497	Olfr1411	3344
ENSMUSG00000062510	Nsl1	23445
ENSMUSG00000062511	4930512M02Rik	38603
ENSMUSG00000062515	Fabp4	4490
ENSMUSG00000062518	Zfp534	29053
ENSMUSG00000062519	Zfp398	37844
ENSMUSG00000062524	Ncr1	7442
ENSMUSG00000062526	Mppe1	20789
ENSMUSG00000062527	Olfr1408	9327
ENSMUSG00000062528	Tas2r109	952
ENSMUSG00000062542	Syt9	177868
ENSMUSG00000062545	Tlr12	3178
ENSMUSG00000062546	V1ra8	3082
ENSMUSG00000062551	Prl2c1	8448
ENSMUSG00000062553	Olfr709-ps1	9347
ENSMUSG00000062556	Scgb1b2	1304
ENSMUSG00000062563	Cys1	15977
ENSMUSG00000062564	Tex28	16896
ENSMUSG00000062564	Tex28	16896
ENSMUSG00000062580	Timm17a	18567
ENSMUSG00000062585	Cnr2	24815
ENSMUSG00000062590	Armc9	123476
ENSMUSG00000062591	Tubb4a	7718
ENSMUSG00000062598	Vmn1r178	3615
ENSMUSG00000062598	Vmn1r178	3615
ENSMUSG00000062598	Vmn1r178	3615
ENSMUSG00000062598	Vmn1r178	3615
ENSMUSG00000062604	Srpk2	170998
ENSMUSG00000062608	Olfr195	3733
ENSMUSG00000062609	Kcnj15	42655
ENSMUSG00000062609	Kcnj15	42655
ENSMUSG00000062609	Kcnj15	42655
ENSMUSG00000062619	2310039H08Rik	763
ENSMUSG00000062621	Olfr911-ps1	5555
ENSMUSG00000062624	Cyp2c67	40211
ENSMUSG00000062627	Mysm1	37062
ENSMUSG00000062629	Olfr114	3512
ENSMUSG00000062629	Olfr114	3512
ENSMUSG00000062638	Btnl1	8898
ENSMUSG00000062646	Ganc	56934
ENSMUSG00000062647	Rpl7a	2556
ENSMUSG00000062649	Olfr44	12209
ENSMUSG00000062651	H2al2a	543
ENSMUSG00000062661	Ncs1	50168
ENSMUSG00000062683	Atp5g2	8265
ENSMUSG00000062687	Cks1brt	21700
ENSMUSG00000062691	Cebpzos	3808
ENSMUSG00000062694	Cav3	13369
ENSMUSG00000062705	Tpbpb	3694
ENSMUSG00000062712	Olfr531	3875
ENSMUSG00000062712	Olfr531	3875
ENSMUSG00000062712	Olfr531	3875
ENSMUSG00000062712	Olfr531	3875
ENSMUSG00000062713	Sim2	42103
ENSMUSG00000062727	Hist1h2bk	477
ENSMUSG00000062729	Ppox	5199
ENSMUSG00000062732	Lypd4	5323
ENSMUSG00000062737	Prl3d2	5859
ENSMUSG00000062743	Zfp677	15519
ENSMUSG00000062751	Prss1	4856
ENSMUSG00000062753	AI413582	2185
ENSMUSG00000062757	Olfr1206	4524
ENSMUSG00000062760	Shisal1	67896
ENSMUSG00000062761	Zfp512	29321
ENSMUSG00000062762	Ei24	18236
ENSMUSG00000062762	Ei24	18236
ENSMUSG00000062773	Tex101	8335
ENSMUSG00000062773	Tex101	8335
ENSMUSG00000062778	Chia1	18893
ENSMUSG00000062782	Olfr527	4536
ENSMUSG00000062783	Csprs	51441
ENSMUSG00000062785	Kcnc3	14092
ENSMUSG00000062791	Gm382	24016
ENSMUSG00000062793	Olfr1158	943
ENSMUSG00000062794	Zfp599	12467
ENSMUSG00000062797	Hikeshi	23677
ENSMUSG00000062814	Ssxa1	5374
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062818	Vmn1r51	9670
ENSMUSG00000062822	4833420G17Rik	23351
ENSMUSG00000062825	Actg1	2854
ENSMUSG00000062826	Ces2f	12693
ENSMUSG00000062833	Sval3	4952
ENSMUSG00000062844	Olfr1458	5184
ENSMUSG00000062859	Tcp11	13890
ENSMUSG00000062861	Zfp28	13622
ENSMUSG00000062866	Phactr2	266697
ENSMUSG00000062867	Impdh2	5300
ENSMUSG00000062868	Olfr830	3678
ENSMUSG00000062873	Olfr1355	6728
ENSMUSG00000062878	Olfr298	6164
ENSMUSG00000062892	Olfr1450	6150
ENSMUSG00000062901	Klhl24	31681
ENSMUSG00000062905	Vmn1r32	7918
ENSMUSG00000062905	Vmn1r32	7918
ENSMUSG00000062906	Hdac10	5395
ENSMUSG00000062908	Acadm	22277
ENSMUSG00000062914	Olfr777	7080
ENSMUSG00000062929	Cfl2	4062
ENSMUSG00000062931	Zfp938	16428
ENSMUSG00000062937	Mtap	43961
ENSMUSG00000062939	Stat4	120043
ENSMUSG00000062944	9130023H24Rik	3575
ENSMUSG00000062949	Atp11c	367656
ENSMUSG00000062952	Tas2r110	1003
ENSMUSG00000062960	Kdr	45633
ENSMUSG00000062961	Ccdc177	6646
ENSMUSG00000062963	Ufc1	6463
ENSMUSG00000062980	Cped1	270490
ENSMUSG00000062981	Mrpl42	21134
ENSMUSG00000062987	Olfr715b	6623
ENSMUSG00000062991	Nrg1	1067391
ENSMUSG00000062995	Ica1	147959
ENSMUSG00000062997	Rpl35	4046
ENSMUSG00000063011	Msln	5766
ENSMUSG00000063015	Ccni	24564
ENSMUSG00000063019	Manbal	29171
ENSMUSG00000063020	Olfr194	4534
ENSMUSG00000063021	Hist1h2ak	394
ENSMUSG00000063047	Zfp780b	20006
ENSMUSG00000063049	Ing2	7982
ENSMUSG00000063052	Lrrc40	31827
ENSMUSG00000063058	Prr23a2	882
ENSMUSG00000063060	Sox7	7061
ENSMUSG00000063063	Ctnna2	1098064
ENSMUSG00000063063	Ctnna2	1098064
ENSMUSG00000063065	Mapk3	6220
ENSMUSG00000063077	Kif1b	131375
ENSMUSG00000063077	Kif1b	131375
ENSMUSG00000063089	Klk1b8	4279
ENSMUSG00000063106	Olfr1510	5244
ENSMUSG00000063108	Zfp26	31713
ENSMUSG00000063116	Olfr410	7752
ENSMUSG00000063120	Olfr480	2470
ENSMUSG00000063129	Aldoart2	1659
ENSMUSG00000063130	Calml3	1422
ENSMUSG00000063133	Klk1b1	4569
ENSMUSG00000063137	Olfr177	3815
ENSMUSG00000063142	Kcnma1	712570
ENSMUSG00000063145	Bbs5	20365
ENSMUSG00000063146	Clip2	63053
ENSMUSG00000063157	Csn2	7008
ENSMUSG00000063160	Numbl	23418
ENSMUSG00000063163	Speer2	6872
ENSMUSG00000063172	Hspb11	26246
ENSMUSG00000063173	Olfr811	3783
ENSMUSG00000063173	Olfr811	3783
ENSMUSG00000063176	Olfr955	6145
ENSMUSG00000063177	Klk1b27	4424
ENSMUSG00000063179	Pstk	18648
ENSMUSG00000063188	Olfr107	8253
ENSMUSG00000063193	Cd300lb	11607
ENSMUSG00000063193	Cd300lb	11607
ENSMUSG00000063200	Nol7	5769
ENSMUSG00000063206	Defa34	937
ENSMUSG00000063216	Olfr1351	7175
ENSMUSG00000063221	Olfr930	1589
ENSMUSG00000063225	Olfr917	931
ENSMUSG00000063229	Ldha	10521
ENSMUSG00000063230	Olfr535	12890
ENSMUSG00000063230	Olfr535	12890
ENSMUSG00000063230	Olfr535	12890
ENSMUSG00000063232	Serpina11	9716
ENSMUSG00000063234	Gpr84	2379
ENSMUSG00000063235	Ptpmt1	9273
ENSMUSG00000063236	1110038F14Rik	2232
ENSMUSG00000063239	Grm4	95498
ENSMUSG00000063240	Olfr133	5990
ENSMUSG00000063245	Zfp993	47201
ENSMUSG00000063251	Krtap4-1	1016
ENSMUSG00000063253	Scoc	23856
ENSMUSG00000063260	Syt10	59469
ENSMUSG00000063268	Parp10	10440
ENSMUSG00000063273	Naa15	61361
ENSMUSG00000063275	Hacd1	205756
ENSMUSG00000063277	Gm10128	3079
ENSMUSG00000063281	Zfp35	15746
ENSMUSG00000063296	Tmem117	466850
ENSMUSG00000063297	Luzp2	433272
ENSMUSG00000063305	Psg20	12080
ENSMUSG00000063316	Rpl27	3233
ENSMUSG00000063317	Usp31	65234
ENSMUSG00000063320	1190007I07Rik	3347
ENSMUSG00000063334	Krr1	15770
ENSMUSG00000063350	Olfr874	3490
ENSMUSG00000063354	Slc39a4	4995
ENSMUSG00000063358	Mapk1	64073
ENSMUSG00000063362	Alg11	10908
ENSMUSG00000063364	3300002I08Rik	51832
ENSMUSG00000063374	Olfr763	2524
ENSMUSG00000063376	Ifna13	820
ENSMUSG00000063380	Olfr945	19951
ENSMUSG00000063382	Bcl9l	27599
ENSMUSG00000063383	Zfp947	21833
ENSMUSG00000063386	Olfr1387	8660
ENSMUSG00000063394	Olfr293	16986
ENSMUSG00000063394	Olfr293	16986
ENSMUSG00000063406	Tmed5	26201
ENSMUSG00000063409	Lrrc43	18889
ENSMUSG00000063410	Stk24	92993
ENSMUSG00000063412	Gm10131	737
ENSMUSG00000063415	Cyp26b1	21966
ENSMUSG00000063428	Ddo	51806
ENSMUSG00000063430	Wscd2	89475
ENSMUSG00000063434	Sorcs3	599482
ENSMUSG00000063439	B9d2	5780
ENSMUSG00000063445	Nmral1	9052
ENSMUSG00000063446	Plppr1	280979
ENSMUSG00000063447	Ube2d2b	1679
ENSMUSG00000063450	Syne2	292610
ENSMUSG00000063455	D630045J12Rik	130835
ENSMUSG00000063457	Rps15	1663
ENSMUSG00000063458	Lrmda	1036375
ENSMUSG00000063478	Tas2r114	931
ENSMUSG00000063480	Snu13	7075
ENSMUSG00000063488	Zkscan7	10149
ENSMUSG00000063506	Arhgap22	153113
ENSMUSG00000063507	Gm1330	12910
ENSMUSG00000063507	Gm1330	12910
ENSMUSG00000063511	Snrnp70	19291
ENSMUSG00000063522	Ly6m	20036
ENSMUSG00000063524	Eno1	11929
ENSMUSG00000063529	Stmnd1	26396
ENSMUSG00000063531	Sema3e	231415
ENSMUSG00000063535	Zfp773	9653
ENSMUSG00000063549	Olfr322	10748
ENSMUSG00000063550	Nup98	90780
ENSMUSG00000063558	Aox1	76484
ENSMUSG00000063564	Col23a1	294000
ENSMUSG00000063568	Jazf1	299836
ENSMUSG00000063576	Klhdc3	6363
ENSMUSG00000063582	Olfr666	4132
ENSMUSG00000063583	Olfr1410	9026
ENSMUSG00000063590	Slc22a28	69774
ENSMUSG00000063594	Gng8	3641
ENSMUSG00000063600	Egfem1	608478
ENSMUSG00000063605	Ccdc102a	15231
ENSMUSG00000063615	Olfr64	5002
ENSMUSG00000063626	Unc5d	572921
ENSMUSG00000063632	Sox11	8312
ENSMUSG00000063646	Jakmip1	74444
ENSMUSG00000063651	Cnfn	2104
ENSMUSG00000063652	Slc22a21	30369
ENSMUSG00000063656	Gm10135	8896
ENSMUSG00000063659	Zbtb18	6471
ENSMUSG00000063660	Olfr98	1040
ENSMUSG00000063661	Krt73	9040
ENSMUSG00000063663	Brwd3	97334
ENSMUSG00000063672	Nkx6-3	5681
ENSMUSG00000063681	Crb1	180023
ENSMUSG00000063683	Glyat	20380
ENSMUSG00000063687	Pcdhb5	3536
ENSMUSG00000063689	Hist2h2ab	445
ENSMUSG00000063694	Cycs	3977
ENSMUSG00000063698	Sfxn4	24152
ENSMUSG00000063704	Mapk15	5387
ENSMUSG00000063713	Klk1b24	4221
ENSMUSG00000063715	Olfr816	6436
ENSMUSG00000063727	Tnfrsf11b	27867
ENSMUSG00000063728	Magea6	11977
ENSMUSG00000063730	Hsd3b2	15290
ENSMUSG00000063760	Rnf217	115993
ENSMUSG00000063762	Tas2r129	966
ENSMUSG00000063764	Olfr508	1636
ENSMUSG00000063765	Chadl	15734
ENSMUSG00000063767	S100a7a	4369
ENSMUSG00000063777	Olfr1469	6693
ENSMUSG00000063779	Chil4	18019
ENSMUSG00000063780	Olfr282	7415
ENSMUSG00000063785	Utp14a	25593
ENSMUSG00000063787	Chchd1	1421
ENSMUSG00000063796	Slc22a8	20582
ENSMUSG00000063800	Prpf38a	14468
ENSMUSG00000063801	Ap3s2	45326
ENSMUSG00000063802	Hspbp1	24549
ENSMUSG00000063804	Lin28b	93583
ENSMUSG00000063808	Gpatch1	41906
ENSMUSG00000063810	Alms1	115224
ENSMUSG00000063820	Arl9	5425
ENSMUSG00000063821	Dupd1	38041
ENSMUSG00000063823	Olfr532	5931
ENSMUSG00000063827	Olfr1382	10446
ENSMUSG00000063827	Olfr1382	10446
ENSMUSG00000063838	Cdc42ep5	13602
ENSMUSG00000063842	Olfr862	5589
ENSMUSG00000063844	Olfr1276	7512
ENSMUSG00000063844	Olfr1276	7512
ENSMUSG00000063846	Gm21731	2258
ENSMUSG00000063849	Ppcdc	54137
ENSMUSG00000063851	Rnf183	7714
ENSMUSG00000063856	Gpx1	1291
ENSMUSG00000063867	Olfr1511	7587
ENSMUSG00000063870	Chd4	34612
ENSMUSG00000063873	Slc24a3	474414
ENSMUSG00000063881	Olfr376	6592
ENSMUSG00000063881	Olfr376	6592
ENSMUSG00000063882	Uqcrh	8108
ENSMUSG00000063884	Ptcd3	28112
ENSMUSG00000063887	Nlgn1	906232
ENSMUSG00000063888	Rpl7l1	8751
ENSMUSG00000063889	Crem	71327
ENSMUSG00000063894	Zkscan8	17900
ENSMUSG00000063900	Adam26b	8346
ENSMUSG00000063903	Klk1	4260
ENSMUSG00000063904	Dpp3	21060
ENSMUSG00000063905	Gm10139	172
ENSMUSG00000063919	Srrm4	152543
ENSMUSG00000063929	Cyp4a32	20629
ENSMUSG00000063931	Pepd	132331
ENSMUSG00000063932	Poteg	47504
ENSMUSG00000063935	Zar1	4142
ENSMUSG00000063952	Brpf3	38861
ENSMUSG00000063953	Amd2	3219
ENSMUSG00000063954	Hist2h2aa2	529
ENSMUSG00000063971	Krt88	6165
ENSMUSG00000063972	Nr6a1	204320
ENSMUSG00000063975	Slco1a5	88756
ENSMUSG00000063994	Olfr120	5414
ENSMUSG00000063998	Vmn1r211	10137
ENSMUSG00000064006	Olfr190	10867
ENSMUSG00000064010	Dppa1	21491
ENSMUSG00000064016	Gm648	5734
ENSMUSG00000064023	Klk8	6247
ENSMUSG00000064030	Pym1	18676
ENSMUSG00000064036	Mro	21941
ENSMUSG00000064037	Gpn1	18165
ENSMUSG00000064039	Ccr1l1	1167
ENSMUSG00000064043	Trerf1	221017
ENSMUSG00000064044	Olfr319	4312
ENSMUSG00000064057	Scgb3a1	1510
ENSMUSG00000064057	Scgb3a1	1510
ENSMUSG00000064061	Dzip3	69935
ENSMUSG00000064063	BC048507	601
ENSMUSG00000064065	Ipcef1	140937
ENSMUSG00000064068	Mtx1	17698
ENSMUSG00000064080	Fbln2	60087
ENSMUSG00000064084	Olfr1202	6217
ENSMUSG00000064090	Vrk2	122518
ENSMUSG00000064105	Cnnm2	118598
ENSMUSG00000064109	Hcst	2144
ENSMUSG00000064110	Olfr963	3580
ENSMUSG00000064115	Cadm2	965491
ENSMUSG00000064120	Mocs1	27070
ENSMUSG00000064121	Olfr96	6529
ENSMUSG00000064121	Olfr96	6529
ENSMUSG00000064125	Prr36	7771
ENSMUSG00000064127	Med14	86706
ENSMUSG00000064128	Cenpj	48623
ENSMUSG00000064129	Gm14781	3479
ENSMUSG00000064137	Rhox8	4168
ENSMUSG00000064138	Fam172a	457547
ENSMUSG00000064140	Trim38	21617
ENSMUSG00000064141	Zfp69	21564
