TPM_exon_exp_mean	Gene_name	label	hpa_256_tiss_ntpmtau	gtex_db_tissuegini	Total_utr_3_len	tss_dis	TF_motif_total_exons	rna_motif_total_gene_norm_len_cv	utr3_mirna_count	exon_cs_mean	tss_500bp_cs_median	V_codon_bias_sum	P_codon_bias_max	Y_codon_bias_max	A_codon_bias_median	cds_len	AT_cds_pct	AT_intron_pct	AT_tss_3kb_PTG_pct	GC_tss_4kb_PTG_pct
-7.258	C1ORF61_HSMM	0	0.0	0.0	0.0	39791.0	6514.0	1.727	0.0	-0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	1.094
-0.837	C8ORF4_HSMM	0	0.946	0.541	1458.0	218868.0	2444.0	2.084	1274.0	1.123	0.428	5.0	1.0	1.0	2.0	321.0	0.53	0.0	0.946	1.04
2.788	CABLES2_HSMM	0	0.798	0.388	2340.0	19989.0	4621.0	1.707	1241.0	3.12	-0.175	37.0	13.0	2.0	10.0	1437.0	0.356	0.395	0.878	1.067
6.709	CHPF2_HSMM	0	0.661	0.351	147.0	5293.0	5073.0	1.346	84.0	3.046	-0.066	43.0	19.0	18.0	15.0	2319.0	0.377	0.509	1.107	0.889
-11.34	DEFB119_HSMM	0	1.0	1.0	0.0	21969.0	652.0	2.504	220.0	0.218	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.574	0.935	1.076
-6.708	FLJ00382_HSMM	0	0.993	0.955	387.0	319095.0	2051.0	1.627	0.0	-0.704	0.0	36.0	11.0	3.0	5.0	1292.0	0.388	0.412	1.149	0.848
2.156	GAREML_HSMM	0	0.499	0.498	1388.0	146632.0	6530.0	1.245	1349.0	2.399	-0.188	41.0	32.0	12.0	5.0	1995.0	0.316	0.445	1.066	0.936
-4.294	HDV102S1_HSMM	0	0.988	0.965	0.0	195625.0	1139.0	4.896	0.0	0.05	0.0	6.0	4.0	5.0	1.0	345.0	0.525	0.467	0.997	1.018
4.183	HOXB-AS3_HSMM	0	0.0	0.0	0.0	2200.0	2160.0	1.522	0.0	1.239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.448	0.869	1.102
2.331	KIAA1704_HSMM	0	0.749	0.241	4435.0	15638.0	13001.0	1.936	2231.0	2.515	0.07	3.0	4.0	1.0	1.0	513.0	0.628	0.629	1.005	1.002
2.259	KLHL26_HSMM	0	0.473	0.297	2477.0	29598.0	5728.0	2.196	2834.0	1.884	-0.35	50.0	14.0	19.0	6.0	1848.0	0.326	0.437	1.042	0.939
0.563	LOC441242_HSMM	0	0.0	0.0	0.0	396956.0	5047.0	2.469	0.0	0.645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.577	0.895	1.114
-11.34	LOC727924_HSMM	0	0.0	0.0	392.0	139412.0	5532.0	1.212	0.0	0.015	-0.086	27.0	8.0	5.0	6.0	951.0	0.53	0.645	0.962	1.051
-0.963	MAFIP_HSMM	0	0.0	0.0	0.0	1631088.0	1241.0	0.0	0.0	1.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	1.03	0.961
6.509	NOL11_HSMM	0	0.731	0.277	673.0	340655.0	3107.0	2.833	774.0	2.296	-0.01	59.0	15.0	14.0	4.0	2160.0	0.601	0.595	0.905	1.085
3.347	OSGEPL1_HSMM	0	0.672	0.25	780.0	88558.0	5396.0	2.13	643.0	1.916	-0.125	12.0	3.0	9.0	2.0	1095.0	0.608	0.611	0.957	1.089
5.763	PTRHD1_HSMM	0	0.552	0.236	684.0	247.0	1611.0	1.596	908.0	1.639	-0.018	13.0	3.0	3.0	2.0	423.0	0.407	0.545	0.877	0.0
5.378	TBCC_HSMM	0	0.632	0.216	536.0	23506.0	1822.0	1.933	567.0	1.776	1.572	33.0	15.0	2.0	6.0	1041.0	0.407	0.0	0.0	0.0
3.119	THAP6_HSMM	0	0.639	0.256	2813.0	69.0	4031.0	1.641	8249.0	1.384	0.086	11.0	5.0	2.0	3.0	669.0	0.601	0.632	0.913	1.098
4.098	ARL10_neural	0	0.816	0.306	10015.0	3722.0	14641.0	2.654	3381.0	1.484	-0.048	20.0	7.0	2.0	3.0	735.0	0.337	0.466	0.826	1.247
-8.744	C11ORF88_neural	0	0.991	0.86	2563.0	2445.0	4401.0	1.614	234.0	0.711	-0.01	6.0	4.0	3.0	3.0	537.0	0.507	0.636	0.875	1.16
5.846	C12ORF44_neural	0	0.354	0.222	306.0	16560.0	2313.0	1.68	1009.0	1.505	-0.094	24.0	3.0	6.0	1.0	657.0	0.423	0.515	1.026	0.979
5.638	C17ORF75_neural	0	0.611	0.236	3321.0	76378.0	12827.0	2.485	2406.0	2.934	0.091	24.0	4.0	5.0	4.0	1191.0	0.558	0.559	0.921	1.109
3.627	C5ORF34_neural	0	0.858	0.399	207.0	31312.0	5255.0	2.054	5.0	1.738	-0.092	25.0	11.0	14.0	5.5	1917.0	0.621	0.622	0.923	1.195
6.291	CCDC104_neural	0	0.566	0.314	763.0	99789.0	2106.0	2.766	5.0	2.66	-0.007	13.0	3.0	2.0	2.0	657.0	0.577	0.586	0.96	1.058
5.319	FAM19A5_neural	0	0.639	0.678	2086.0	1813689.0	3388.0	1.392	3103.0	2.852	0.072	5.0	2.0	0.0	3.5	378.0	0.362	0.443	0.787	1.107
5.794	FBXL6_neural	0	0.55	0.314	0.0	782.0	6989.0	1.322	118.0	1.049	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.359	0.911	0.0
7.494	GLT8D1_neural	0	0.629	0.295	0.0	19634.0	2435.0	2.935	885.0	2.489	-0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.563	0.851	1.188
4.331	GRPEL2_neural	0	0.832	0.304	0.0	73760.0	8875.0	3.142	1629.0	1.927	-0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.576	0.895	1.165
-8.744	LINC00923_neural	0	0.0	0.0	0.0	1375951.0	5834.0	1.364	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.562	0.981	1.015
0.874	NUTM2D_neural	0	0.643	0.214	3324.0	132220.0	7527.0	1.433	2276.0	0.3	-0.077	36.0	31.0	6.0	7.0	1674.0	0.372	0.421	1.152	0.888
-8.744	PAGE5_neural	0	0.999	0.999	104.0	37912.0	1047.0	1.382	13.0	-0.113	-0.136	9.0	5.0	0.0	1.0	393.0	0.491	0.639	0.863	1.414
3.509	SLC25A10_neural	0	0.895	0.476	936.0	8936.0	3661.0	1.844	1050.0	2.474	-0.244	25.0	6.0	9.0	4.0	891.0	0.373	0.374	1.016	1.018
5.573	SNX13_neural	0	0.587	0.228	3978.0	641174.0	8120.0	1.589	3730.0	4.787	0.419	51.0	10.0	17.0	7.0	2667.0	0.612	0.649	0.893	1.167
-4.353	TCP11X2_neural	0	0.0	0.0	1548.0	8538.0	3535.0	1.506	408.0	1.164	-0.064	2.0	2.0	1.0	1.0	156.0	0.506	0.601	1.044	0.925
4.677	TRIP4_neural	0	0.485	0.238	240.0	6394.0	2406.0	3.519	77.0	3.444	0.087	30.0	14.0	5.0	7.0	1746.0	0.537	0.58	0.953	1.058
-8.744	UGT2A2_neural	0	0.0	0.0	956.0	143737.0	6236.0	1.382	1196.0	2.053	0.064	33.0	12.0	12.0	1.0	1611.0	0.595	0.658	1.008	0.968
-2.739	UPK3B_neural	0	0.993	0.803	1319.0	48851.0	2696.0	1.742	953.0	0.311	-0.16	11.0	17.0	3.0	3.0	831.0	0.342	0.367	1.086	0.946
2.497	ZDHHC11_neural	0	0.634	0.408	0.0	57786.0	5889.0	1.484	599.0	-0.652	-0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.558	0.706	1.354
