symbol	Geneid	cardiomyocytes_probability	cardiomyocytes_distance	cardiomyocytes_p_value	cardiomyocytes_FDR	cardiomyocytes_rank	endothelial cells_probability	endothelial cells_distance	endothelial cells_p_value	endothelial cells_FDR	endothelial cells_rank	fibroblasts_probability	fibroblasts_distance	fibroblasts_p_value	fibroblasts_FDR	fibroblasts_rank	cardiomyocytes_exp	endothelial cells_exp	fibroblasts_exp
ZNF121	ENSG00000197961	0.044	-3.071	1.0	1.0	14004	0.042	-3.123	1.0	1.0	13979	0.055	-2.85	1.0	1.0	13582	2.171	2.078	2.62
PCNX2	ENSG00000135749	0.044	-3.073	1.0	1.0	14005	0.071	-2.579	1.0	1.0	13150	0.386	-0.462	0.928	1.0	8066	-8.961	-6.852	-2.179
YAE1	ENSG00000241127	0.044	-3.073	1.0	1.0	14006	0.033	-3.379	1.0	1.0	14315	0.073	-2.54	1.0	1.0	13047	2.368	1.76	3.329
CCDC33	ENSG00000140481	0.044	-3.074	1.0	1.0	14007	0.942	2.779	0.038	0.322	1831	0.405	-0.385	0.917	1.0	7863	-14.845	-1.669	-6.795
CDKAL1	ENSG00000145996	0.044	-3.075	1.0	1.0	14008	0.039	-3.201	1.0	1.0	14083	0.04	-3.189	1.0	1.0	14043	-3.364	-3.036	-2.441
DUSP14	ENSG00000276023	0.044	-3.075	1.0	1.0	14009	0.041	-3.145	1.0	1.0	14009	0.082	-2.413	1.0	1.0	12791	5.283	4.838	5.912
ZNF839	ENSG00000022976	0.044	-3.075	1.0	1.0	14010	0.015	-4.195	1.0	1.0	14962	0.016	-4.105	1.0	1.0	14861	0.882	-1.162	-0.62
TMX3	ENSG00000166479	0.044	-3.076	1.0	1.0	14011	0.056	-2.818	1.0	1.0	13543	0.042	-3.123	1.0	1.0	13966	2.96	3.392	2.786
PEX16	ENSG00000121680	0.044	-3.077	1.0	1.0	14012	0.04	-3.174	1.0	1.0	14044	0.081	-2.426	1.0	1.0	12821	1.392	1.292	2.747
GINM1	ENSG00000055211	0.044	-3.078	1.0	1.0	14013	0.064	-2.681	1.0	1.0	13314	0.084	-2.395	1.0	1.0	12754	4.938	5.441	5.669
SPAG17	ENSG00000155761	0.044	-3.081	1.0	1.0	14014	0.048	-2.977	1.0	1.0	13751	0.129	-1.914	0.998	1.0	11760	-11.53	-9.921	-6.795
NOP14	ENSG00000087269	0.044	-3.081	1.0	1.0	14015	0.038	-3.234	1.0	1.0	14136	0.058	-2.789	1.0	1.0	13476	3.592	3.158	3.891
ZNF823	ENSG00000197933	0.044	-3.082	1.0	1.0	14016	0.079	-2.451	1.0	1.0	12881	0.051	-2.932	1.0	1.0	13691	0.563	1.967	1.194
GPATCH3	ENSG00000198746	0.044	-3.083	1.0	1.0	14017	0.093	-2.281	0.999	1.0	12578	0.042	-3.134	1.0	1.0	13986	1.462	3.109	1.569
SDHAF3	ENSG00000196636	0.044	-3.083	1.0	1.0	14018	0.028	-3.56	1.0	1.0	14482	0.037	-3.251	1.0	1.0	14118	2.981	1.976	2.592
CNTN1	ENSG00000018236	0.044	-3.083	1.0	1.0	14019	0.594	0.382	0.732	1.0	6006	0.717	0.932	0.527	1.0	4665	-14.845	-6.332	-4.461
NKX1-2	ENSG00000229544	0.044	-3.084	1.0	1.0	14020	0.933	2.628	0.052	0.411	1977	0.403	-0.395	0.918	1.0	7890	-14.845	-1.944	-6.795
FOXL2NB	ENSG00000206262	0.044	-3.085	1.0	1.0	14021	0.912	2.344	0.089	0.604	2321	0.402	-0.396	0.919	1.0	7894	-14.845	-2.496	-6.795
SERP1	ENSG00000120742	0.044	-3.086	1.0	1.0	14022	0.068	-2.614	1.0	1.0	13209	0.122	-1.976	0.999	1.0	11886	3.029	3.873	4.876
TCEAL5	ENSG00000204065	0.044	-3.086	1.0	1.0	14023	0.0	-7.665	1.0	1.0	15607	0.317	-0.766	0.961	1.0	8847	-1.35	-9.921	3.464
PHF5A	ENSG00000100410	0.044	-3.087	1.0	1.0	14024	0.072	-2.563	1.0	1.0	13126	0.052	-2.912	1.0	1.0	13656	3.488	4.386	3.605
NAALADL2	ENSG00000177694	0.044	-3.087	1.0	1.0	14025	0.109	-2.099	0.999	1.0	12213	0.195	-1.416	0.992	1.0	10545	-8.142	-5.15	-3.164
ZNF843	ENSG00000176723	0.044	-3.088	1.0	1.0	14026	0.012	-4.372	1.0	1.0	15044	0.007	-4.984	1.0	1.0	15280	2.395	-0.126	-0.919
STIM1	ENSG00000167323	0.044	-3.088	1.0	1.0	14027	0.145	-1.778	0.997	1.0	11528	0.088	-2.344	1.0	1.0	12643	-3.969	-0.774	-1.423
CCDC137	ENSG00000185298	0.044	-3.088	1.0	1.0	14028	0.084	-2.391	1.0	1.0	12779	0.117	-2.017	0.999	1.0	11971	3.351	4.601	5.068
PPP5C	ENSG00000011485	0.044	-3.089	1.0	1.0	14029	0.028	-3.551	1.0	1.0	14473	0.061	-2.732	1.0	1.0	13404	2.975	1.999	3.507
TRMT61B	ENSG00000171103	0.044	-3.089	1.0	1.0	14030	0.025	-3.668	1.0	1.0	14588	0.049	-2.976	1.0	1.0	13767	2.306	1.169	2.539
HEATR5B	ENSG00000008869	0.044	-3.089	1.0	1.0	14031	0.039	-3.199	1.0	1.0	14080	0.041	-3.155	1.0	1.0	14010	0.93	0.852	1.109
ZNF791	ENSG00000173875	0.043	-3.091	1.0	1.0	14032	0.066	-2.644	1.0	1.0	13259	0.053	-2.893	1.0	1.0	13630	3.592	4.327	3.73
SNUPN	ENSG00000169371	0.043	-3.092	1.0	1.0	14033	0.025	-3.668	1.0	1.0	14583	0.06	-2.745	1.0	1.0	13425	2.412	1.272	3.036
SHISAL1	ENSG00000138944	0.043	-3.092	1.0	1.0	14034	0.022	-3.79	1.0	1.0	14680	0.061	-2.728	1.0	1.0	13394	-9.789	-9.921	-6.795
ZNF879	ENSG00000234284	0.043	-3.094	1.0	1.0	14035	0.084	-2.394	1.0	1.0	12789	0.189	-1.456	0.993	1.0	10655	0.746	2.267	3.958
SLC38A6	ENSG00000139974	0.043	-3.098	1.0	1.0	14036	0.066	-2.649	1.0	1.0	13265	0.017	-4.056	1.0	1.0	14828	-1.464	-0.208	-2.391
VEPH1	ENSG00000197415	0.043	-3.098	1.0	1.0	14037	0.465	-0.142	0.873	1.0	7313	0.871	1.906	0.183	0.976	2933	-14.845	-7.326	-2.726
ZNF530	ENSG00000183647	0.043	-3.098	1.0	1.0	14038	0.02	-3.867	1.0	1.0	14732	0.005	-5.293	1.0	1.0	15356	3.084	1.496	-0.889
EVC	ENSG00000072840	0.043	-3.098	1.0	1.0	14039	0.058	-2.787	1.0	1.0	13492	0.188	-1.463	0.993	1.0	10679	-5.099	-3.739	-0.773
GNAQ	ENSG00000156052	0.043	-3.098	1.0	1.0	14040	0.322	-0.743	0.959	1.0	8925	0.208	-1.336	0.99	1.0	10332	-3.001	2.136	1.148
SMN2	ENSG00000205571	0.043	-3.099	1.0	1.0	14041	0.018	-3.993	1.0	1.0	14824	0.019	-3.962	1.0	1.0	14769	-1.949	-3.263	-2.613
ZNF502	ENSG00000196653	0.043	-3.099	1.0	1.0	14042	0.078	-2.472	1.0	1.0	12938	0.006	-5.196	1.0	1.0	15333	2.047	3.293	-1.553
ZNF695	ENSG00000197472	0.043	-3.099	1.0	1.0	14043	0.03	-3.482	1.0	1.0	14411	0.065	-2.673	1.0	1.0	13284	-5.438	-5.398	-3.169
GABRR2	ENSG00000111886	0.043	-3.1	1.0	1.0	14044	0.095	-2.254	0.999	1.0	12520	0.01	-4.61	1.0	1.0	15113	-5.714	-3.246	-6.795
GDPD4	ENSG00000178795	0.043	-3.101	1.0	1.0	14045	0.025	-3.662	1.0	1.0	14577	0.069	-2.6	1.0	1.0	13152	-10.086	-9.921	-6.795
ABHD12	ENSG00000100997	0.043	-3.101	1.0	1.0	14046	0.027	-3.572	1.0	1.0	14494	0.037	-3.259	1.0	1.0	14129	0.325	-0.397	0.463
ADAM12	ENSG00000148848	0.043	-3.103	1.0	1.0	14047	0.479	-0.085	0.861	1.0	7163	0.398	-0.414	0.921	1.0	7943	-14.845	-7.204	-6.795
NINL	ENSG00000101004	0.043	-3.103	1.0	1.0	14048	0.011	-4.459	1.0	1.0	15092	0.062	-2.721	1.0	1.0	13381	-1.573	-3.828	-0.123
SCLY	ENSG00000132330	0.043	-3.104	1.0	1.0	14049	0.058	-2.786	1.0	1.0	13490	0.021	-3.865	1.0	1.0	14700	-1.655	-0.635	-2.201
TUBA1B	ENSG00000123416	0.043	-3.105	1.0	1.0	14050	0.116	-2.03	0.999	1.0	12085	0.057	-2.803	1.0	1.0	13507	1.546	3.719	2.257
PCDHGB3	ENSG00000262209	0.043	-3.106	1.0	1.0	14051	0.118	-2.013	0.999	1.0	12046	0.011	-4.523	1.0	1.0	15085	-5.916	-2.949	-6.795
MROH2B	ENSG00000171495	0.043	-3.107	1.0	1.0	14052	0.185	-1.48	0.993	1.0	10832	0.855	1.776	0.219	1.0	3155	-14.845	-9.921	-2.94
POU2AF1	ENSG00000110777	0.043	-3.107	1.0	1.0	14053	0.185	-1.48	0.993	1.0	10836	0.827	1.567	0.285	1.0	3483	-14.845	-9.921	-3.306
MCM3	ENSG00000112118	0.043	-3.107	1.0	1.0	14054	0.065	-2.659	1.0	1.0	13286	0.045	-3.049	1.0	1.0	13866	3.429	4.185	3.351
WDR27	ENSG00000184465	0.043	-3.108	1.0	1.0	14055	0.051	-2.919	1.0	1.0	13681	0.02	-3.871	1.0	1.0	14704	-0.279	0.349	-1.091
JOSD2	ENSG00000161677	0.043	-3.108	1.0	1.0	14056	0.033	-3.376	1.0	1.0	14313	0.052	-2.894	1.0	1.0	13633	0.482	0.139	1.243
LASP1	ENSG00000002834	0.043	-3.109	1.0	1.0	14057	0.164	-1.631	0.996	1.0	11210	0.126	-1.938	0.998	1.0	11811	-1.807	1.493	1.075
ZNF432	ENSG00000256087	0.043	-3.111	1.0	1.0	14058	0.045	-3.061	1.0	1.0	13859	0.065	-2.66	1.0	1.0	13259	2.152	2.26	3.01
SNRPD3	ENSG00000100028	0.043	-3.112	1.0	1.0	14059	0.044	-3.085	1.0	1.0	13905	0.058	-2.789	1.0	1.0	13475	5.088	4.852	5.157
HSH2D	ENSG00000196684	0.043	-3.113	1.0	1.0	14060	0.079	-2.456	1.0	1.0	12898	0.019	-3.962	1.0	1.0	14768	-7.149	-4.906	-6.795
NLRP1	ENSG00000091592	0.043	-3.114	1.0	1.0	14061	0.404	-0.387	0.917	1.0	7977	0.183	-1.495	0.994	1.0	10758	-3.197	2.685	0.738
AMZ1	ENSG00000174945	0.043	-3.114	1.0	1.0	14062	0.004	-5.488	1.0	1.0	15402	0.012	-4.425	1.0	1.0	15024	-6.146	-9.921	-6.795
CD33	ENSG00000105383	0.042	-3.115	1.0	1.0	14063	0.281	-0.941	0.974	1.0	9477	0.33	-0.707	0.956	1.0	8685	-5.795	-0.729	0.024
ZNF589	ENSG00000164048	0.042	-3.115	1.0	1.0	14064	0.023	-3.754	1.0	1.0	14653	0.076	-2.497	1.0	1.0	12969	-0.156	-1.157	1.439
C2orf92	ENSG00000228486	0.042	-3.116	1.0	1.0	14065	0.137	-1.842	0.998	1.0	11682	0.081	-2.434	1.0	1.0	12847	-3.292	-0.239	-0.986
CMPK1	ENSG00000162368	0.042	-3.116	1.0	1.0	14066	0.059	-2.764	1.0	1.0	13463	0.044	-3.089	1.0	1.0	13916	3.874	4.398	3.656
SUPT3H	ENSG00000196284	0.042	-3.117	1.0	1.0	14067	0.053	-2.878	1.0	1.0	13627	0.065	-2.671	1.0	1.0	13282	-5.948	-4.643	-3.546
LCMT1	ENSG00000205629	0.042	-3.118	1.0	1.0	14068	0.03	-3.483	1.0	1.0	14412	0.045	-3.045	1.0	1.0	13857	2.674	1.921	2.766
TSPAN11	ENSG00000110900	0.042	-3.119	1.0	1.0	14069	0.005	-5.379	1.0	1.0	15375	0.013	-4.317	1.0	1.0	14968	-6.391	-9.921	-6.795
WASHC2A	ENSG00000099290	0.042	-3.119	1.0	1.0	14070	0.014	-4.29	1.0	1.0	15006	0.018	-3.997	1.0	1.0	14797	3.713	1.282	1.937
ZNF446	ENSG00000083838	0.042	-3.12	1.0	1.0	14071	0.037	-3.259	1.0	1.0	14167	0.029	-3.513	1.0	1.0	14423	0.975	0.836	0.574
RHBDD1	ENSG00000144468	0.042	-3.121	1.0	1.0	14072	0.027	-3.594	1.0	1.0	14511	0.032	-3.424	1.0	1.0	14330	-0.049	-0.738	-0.096
CUL4B	ENSG00000158290	0.042	-3.121	1.0	1.0	14073	0.051	-2.919	1.0	1.0	13680	0.075	-2.515	1.0	1.0	13005	1.736	2.185	2.941
TMEM169	ENSG00000163449	0.042	-3.122	1.0	1.0	14074	0.225	-1.235	0.987	1.0	10250	0.012	-4.436	1.0	1.0	15038	-6.14	-1.599	-6.795
VMAC	ENSG00000187650	0.042	-3.122	1.0	1.0	14075	0.104	-2.159	0.999	1.0	12334	0.001	-6.531	1.0	1.0	15531	-1.583	0.691	-6.795
P2RY14	ENSG00000174944	0.042	-3.123	1.0	1.0	14076	0.069	-2.609	1.0	1.0	13195	0.036	-3.297	1.0	1.0	14170	-3.726	-2.112	-2.84
AGGF1	ENSG00000164252	0.042	-3.123	1.0	1.0	14077	0.033	-3.388	1.0	1.0	14325	0.039	-3.2	1.0	1.0	14064	2.674	2.116	2.503
TOR1A	ENSG00000136827	0.042	-3.124	1.0	1.0	14078	0.084	-2.387	1.0	1.0	12768	0.096	-2.247	0.999	1.0	12453	3.153	4.501	4.567
MON1A	ENSG00000164077	0.042	-3.125	1.0	1.0	14079	0.037	-3.25	1.0	1.0	14155	0.016	-4.092	1.0	1.0	14851	0.971	0.86	-0.438
NEGR1	ENSG00000172260	0.042	-3.125	1.0	1.0	14080	0.103	-2.166	0.999	1.0	12352	0.573	0.293	0.76	1.0	6113	-7.032	-4.209	0.801
CWC25	ENSG00000273559	0.042	-3.126	1.0	1.0	14081	0.082	-2.416	1.0	1.0	12835	0.104	-2.155	0.999	1.0	12262	3.524	4.782	5.031
USP18	ENSG00000184979	0.042	-3.126	1.0	1.0	14082	0.135	-1.861	0.998	1.0	11721	0.096	-2.245	0.999	1.0	12448	-2.758	0.225	-0.203
RGS18	ENSG00000150681	0.042	-3.127	1.0	1.0	14083	0.344	-0.646	0.95	1.0	8687	0.033	-3.38	1.0	1.0	14264	-8.448	-2.51	-6.795
UBA2	ENSG00000126261	0.042	-3.127	1.0	1.0	14084	0.047	-3.014	1.0	1.0	13796	0.046	-3.035	1.0	1.0	13842	2.995	3.14	3.059
ERCC6L	ENSG00000186871	0.042	-3.128	1.0	1.0	14085	0.004	-5.4	1.0	1.0	15380	0.013	-4.337	1.0	1.0	14980	-6.366	-9.921	-6.795
UPK3BL1	ENSG00000267368	0.042	-3.129	1.0	1.0	14086	0.092	-2.288	0.999	1.0	12591	0.038	-3.229	1.0	1.0	14100	-0.472	1.447	-0.082
ARL8A	ENSG00000143862	0.042	-3.129	1.0	1.0	14087	0.024	-3.721	1.0	1.0	14615	0.019	-3.941	1.0	1.0	14748	1.371	0.307	0.158
ZNF350	ENSG00000256683	0.042	-3.13	1.0	1.0	14088	0.045	-3.064	1.0	1.0	13866	0.046	-3.041	1.0	1.0	13852	2.029	2.182	2.274
SLC5A5	ENSG00000105641	0.042	-3.131	1.0	1.0	14089	0.867	1.877	0.19	1.0	2942	0.391	-0.442	0.925	1.0	8011	-14.845	-3.322	-6.795
PDE6C	ENSG00000095464	0.042	-3.131	1.0	1.0	14090	0.542	0.169	0.797	1.0	6533	0.05	-2.94	1.0	1.0	13707	-9.415	-1.78	-6.795
IFITM10	ENSG00000244242	0.042	-3.131	1.0	1.0	14091	0.002	-6.048	1.0	1.0	15492	0.007	-4.986	1.0	1.0	15282	-4.962	-9.921	-6.795
DLEU7	ENSG00000186047	0.042	-3.132	1.0	1.0	14092	0.094	-2.265	0.999	1.0	12551	0.078	-2.472	1.0	1.0	12929	-10.431	-7.442	-6.795
MTREX	ENSG00000039123	0.042	-3.134	1.0	1.0	14093	0.027	-3.592	1.0	1.0	14509	0.028	-3.535	1.0	1.0	14449	1.861	1.009	1.278
AK5	ENSG00000154027	0.042	-3.136	1.0	1.0	14094	0.366	-0.548	0.939	1.0	8421	0.172	-1.571	0.995	1.0	10934	-9.468	-3.217	-4.425
ZNF717	ENSG00000227124	0.042	-3.136	1.0	1.0	14095	0.025	-3.644	1.0	1.0	14556	0.023	-3.734	1.0	1.0	14607	0.168	-0.611	-0.438
GCN1	ENSG00000089154	0.042	-3.136	1.0	1.0	14096	0.024	-3.693	1.0	1.0	14599	0.027	-3.573	1.0	1.0	14482	1.54	0.529	0.951
C3orf62	ENSG00000188315	0.042	-3.138	1.0	1.0	14097	0.068	-2.618	1.0	1.0	13218	0.107	-2.117	0.999	1.0	12179	1.965	3.01	3.859
MREG	ENSG00000118242	0.042	-3.138	1.0	1.0	14098	0.661	0.666	0.631	1.0	5319	0.038	-3.218	1.0	1.0	14087	-8.824	-0.264	-6.795
ZNF678	ENSG00000181450	0.042	-3.138	1.0	1.0	14099	0.163	-1.633	0.996	1.0	11214	0.132	-1.88	0.998	1.0	11672	-2.211	1.185	0.902
ZNF408	ENSG00000175213	0.042	-3.139	1.0	1.0	14100	0.115	-2.042	0.999	1.0	12109	0.025	-3.669	1.0	1.0	14556	2.212	4.36	1.334
KRCC1	ENSG00000172086	0.041	-3.14	1.0	1.0	14101	0.026	-3.617	1.0	1.0	14534	0.044	-3.085	1.0	1.0	13911	4.462	3.306	4.181
NNAT	ENSG00000053438	0.041	-3.141	1.0	1.0	14102	0.985	4.21	0.001	0.013	800	0.983	4.044	0.001	0.019	975	-14.845	1.255	1.11
ANKRD40CL	ENSG00000167117	0.041	-3.142	1.0	1.0	14103	0.853	1.761	0.223	1.0	3136	0.389	-0.452	0.927	1.0	8035	-14.845	-3.525	-6.795
ATF6	ENSG00000118217	0.041	-3.143	1.0	1.0	14104	0.045	-3.066	1.0	1.0	13872	0.045	-3.06	1.0	1.0	13884	0.591	0.911	1.1
MPZL1	ENSG00000197965	0.041	-3.144	1.0	1.0	14105	0.172	-1.573	0.995	1.0	11066	0.35	-0.619	0.947	1.0	8437	-0.308	3.02	4.666
CINP	ENSG00000100865	0.041	-3.144	1.0	1.0	14106	0.031	-3.443	1.0	1.0	14375	0.05	-2.951	1.0	1.0	13726	3.943	3.188	4.003
ATP13A5	ENSG00000187527	0.041	-3.145	1.0	1.0	14107	0.027	-3.574	1.0	1.0	14498	0.075	-2.511	1.0	1.0	13001	-10.374	-9.921	-6.795
DDX60	ENSG00000137628	0.041	-3.145	1.0	1.0	14108	0.153	-1.715	0.997	1.0	11396	0.052	-2.898	1.0	1.0	13638	-0.258	2.792	0.701
ARMC5	ENSG00000140691	0.041	-3.145	1.0	1.0	14109	0.032	-3.426	1.0	1.0	14359	0.023	-3.753	1.0	1.0	14621	1.87	1.364	0.922
PHF11	ENSG00000136147	0.041	-3.146	1.0	1.0	14110	0.062	-2.719	1.0	1.0	13380	0.06	-2.747	1.0	1.0	13426	2.515	3.322	3.212
ADAMTS12	ENSG00000151388	0.041	-3.147	1.0	1.0	14111	0.569	0.278	0.765	1.0	6276	0.666	0.692	0.621	1.0	5178	-12.2	-4.034	-2.634
NCR3LG1	ENSG00000188211	0.041	-3.147	1.0	1.0	14112	0.013	-4.332	1.0	1.0	15027	0.081	-2.423	1.0	1.0	12814	-2.941	-4.723	-0.627
ZNF34	ENSG00000196378	0.041	-3.148	1.0	1.0	14113	0.037	-3.262	1.0	1.0	14173	0.079	-2.46	1.0	1.0	12901	1.833	1.655	3.168
ZNF613	ENSG00000176024	0.041	-3.149	1.0	1.0	14114	0.057	-2.798	1.0	1.0	13510	0.007	-4.952	1.0	1.0	15267	1.68	2.424	-1.335
FIG4	ENSG00000112367	0.041	-3.149	1.0	1.0	14115	0.044	-3.071	1.0	1.0	13879	0.022	-3.797	1.0	1.0	14655	-0.547	-0.107	-1.104
DAPK3	ENSG00000167657	0.041	-3.151	1.0	1.0	14116	0.024	-3.707	1.0	1.0	14606	0.015	-4.216	1.0	1.0	14913	3.629	2.403	1.539
CCDC142	ENSG00000135637	0.041	-3.152	1.0	1.0	14117	0.091	-2.302	1.0	1.0	12614	0.007	-4.944	1.0	1.0	15263	0.518	2.356	-2.255
NOXA1	ENSG00000188747	0.041	-3.154	1.0	1.0	14118	0.038	-3.241	1.0	1.0	14145	0.007	-5.009	1.0	1.0	15292	0.521	0.527	-2.364
DTHD1	ENSG00000197057	0.041	-3.155	1.0	1.0	14119	0.349	-0.623	0.948	1.0	8618	0.056	-2.824	1.0	1.0	13542	-9.717	-3.55	-6.795
ORC1	ENSG00000085840	0.041	-3.156	1.0	1.0	14120	0.181	-1.511	0.994	1.0	10908	0.237	-1.171	0.985	1.0	9904	-7.355	-3.161	-1.979
C2orf76	ENSG00000186132	0.041	-3.156	1.0	1.0	14121	0.044	-3.076	1.0	1.0	13888	0.042	-3.124	1.0	1.0	13967	1.907	2.101	2.077
CD86	ENSG00000114013	0.041	-3.157	1.0	1.0	14122	0.336	-0.68	0.953	1.0	8767	0.028	-3.557	1.0	1.0	14471	-8.129	-2.232	-6.795
IFNGR1	ENSG00000027697	0.041	-3.158	1.0	1.0	14123	0.156	-1.688	0.996	1.0	11334	0.069	-2.604	1.0	1.0	13157	5.128	7.707	5.596
SF3B4	ENSG00000143368	0.041	-3.159	1.0	1.0	14124	0.057	-2.814	1.0	1.0	13537	0.054	-2.86	1.0	1.0	13594	2.911	3.519	3.356
PMF1	ENSG00000160783	0.041	-3.162	1.0	1.0	14125	0.016	-4.123	1.0	1.0	14914	0.014	-4.251	1.0	1.0	14937	1.863	0.027	0.068
WDR73	ENSG00000177082	0.041	-3.164	1.0	1.0	14126	0.033	-3.383	1.0	1.0	14320	0.001	-7.248	1.0	1.0	15588	-0.116	-0.3	-6.795
ZNF264	ENSG00000083844	0.041	-3.165	1.0	1.0	14127	0.101	-2.188	0.999	1.0	12391	0.077	-2.488	1.0	1.0	12958	1.459	3.447	2.844
CEP295	ENSG00000166004	0.04	-3.165	1.0	1.0	14128	0.046	-3.039	1.0	1.0	13828	0.024	-3.716	1.0	1.0	14596	1.682	1.99	0.868
WDR4	ENSG00000160193	0.04	-3.166	1.0	1.0	14129	0.079	-2.46	1.0	1.0	12908	0.016	-4.103	1.0	1.0	14858	-1.902	-0.101	-2.71
TVP23A	ENSG00000166676	0.04	-3.167	1.0	1.0	14130	0.013	-4.35	1.0	1.0	15034	0.024	-3.715	1.0	1.0	14595	-2.969	-4.745	-2.887
BMS1	ENSG00000165733	0.04	-3.167	1.0	1.0	14131	0.036	-3.292	1.0	1.0	14210	0.03	-3.483	1.0	1.0	14390	3.482	3.114	2.737
DHRSX	ENSG00000169084	0.04	-3.168	1.0	1.0	14132	0.016	-4.106	1.0	1.0	14900	0.019	-3.951	1.0	1.0	14752	0.02	-1.582	-0.883
DCST2	ENSG00000163354	0.04	-3.172	1.0	1.0	14133	0.006	-5.046	1.0	1.0	15294	0.505	0.02	0.836	1.0	6819	-7.232	-9.921	0.243
ZNF596	ENSG00000172748	0.04	-3.172	1.0	1.0	14134	0.037	-3.253	1.0	1.0	14161	0.013	-4.314	1.0	1.0	14963	1.035	1.003	-0.693
FBH1	ENSG00000134452	0.04	-3.175	1.0	1.0	14135	0.028	-3.552	1.0	1.0	14474	0.021	-3.819	1.0	1.0	14672	1.255	0.621	0.36
COQ8B	ENSG00000123815	0.04	-3.175	1.0	1.0	14136	0.034	-3.349	1.0	1.0	14282	0.011	-4.476	1.0	1.0	15068	-0.205	-0.291	-1.975
TPR	ENSG00000047410	0.04	-3.176	1.0	1.0	14137	0.049	-2.971	1.0	1.0	13735	0.05	-2.938	1.0	1.0	13703	5.669	5.721	5.472
NELFB	ENSG00000188986	0.04	-3.176	1.0	1.0	14138	0.031	-3.442	1.0	1.0	14373	0.012	-4.384	1.0	1.0	14996	2.203	1.69	0.133
ZNF430	ENSG00000118620	0.04	-3.177	1.0	1.0	14139	0.084	-2.392	1.0	1.0	12781	0.071	-2.572	1.0	1.0	13108	0.133	1.882	1.648
EXO5	ENSG00000164002	0.04	-3.177	1.0	1.0	14140	0.09	-2.319	1.0	1.0	12647	0.086	-2.366	1.0	1.0	12686	0.675	2.512	2.449
SLC44A5	ENSG00000137968	0.04	-3.178	1.0	1.0	14141	0.213	-1.306	0.989	1.0	10437	0.036	-3.288	1.0	1.0	14161	-8.757	-3.978	-6.795
TRAIP	ENSG00000183763	0.04	-3.178	1.0	1.0	14142	0.053	-2.883	1.0	1.0	13630	0.043	-3.115	1.0	1.0	13952	-2.649	-1.571	-1.553
ZNF627	ENSG00000198551	0.04	-3.178	1.0	1.0	14143	0.041	-3.144	1.0	1.0	14007	0.01	-4.619	1.0	1.0	15121	1.601	1.734	-0.76
TBC1D14	ENSG00000132405	0.04	-3.178	1.0	1.0	14144	0.03	-3.461	1.0	1.0	14387	0.009	-4.721	1.0	1.0	15173	-1.245	-1.437	-3.239
ADGRF1	ENSG00000153292	0.04	-3.179	1.0	1.0	14145	0.692	0.81	0.575	1.0	4971	0.787	1.305	0.38	1.0	3905	-14.845	-5.31	-3.64
GABRP	ENSG00000094755	0.04	-3.18	1.0	1.0	14146	0.949	2.926	0.027	0.254	1673	0.858	1.802	0.211	1.0	3114	-14.845	-1.177	-2.765
PRR36	ENSG00000183248	0.04	-3.181	1.0	1.0	14147	0.002	-6.162	1.0	1.0	15505	0.006	-5.097	1.0	1.0	15316	-4.827	-9.921	-6.795
GPN2	ENSG00000142751	0.04	-3.181	1.0	1.0	14148	0.06	-2.751	1.0	1.0	13432	0.066	-2.649	1.0	1.0	13242	1.407	2.335	2.55
UBE2J1	ENSG00000198833	0.04	-3.182	1.0	1.0	14149	0.099	-2.213	0.999	1.0	12448	0.086	-2.367	1.0	1.0	12688	2.114	4.02	3.619
LIX1L	ENSG00000271601	0.04	-3.182	1.0	1.0	14150	0.052	-2.899	1.0	1.0	13652	0.03	-3.475	1.0	1.0	14382	3.152	3.616	2.51
CYB5RL	ENSG00000215883	0.04	-3.184	1.0	1.0	14151	0.025	-3.668	1.0	1.0	14584	0.078	-2.474	1.0	1.0	12934	-0.323	-1.003	1.465
CAMK1	ENSG00000134072	0.04	-3.186	1.0	1.0	14152	0.056	-2.834	1.0	1.0	13564	0.032	-3.395	1.0	1.0	14286	1.256	2.045	1.123
MAML1	ENSG00000161021	0.04	-3.187	1.0	1.0	14153	0.042	-3.133	1.0	1.0	13992	0.047	-3.003	1.0	1.0	13801	0.367	0.666	1.096
SERPINE3	ENSG00000253309	0.04	-3.188	1.0	1.0	14154	0.004	-5.411	1.0	1.0	15382	0.001	-6.516	1.0	1.0	15529	-1.76	-5.689	-6.795
ZNF510	ENSG00000081386	0.04	-3.189	1.0	1.0	14155	0.057	-2.8	1.0	1.0	13514	0.104	-2.157	0.999	1.0	12266	1.71	2.525	3.674
ZNF454	ENSG00000178187	0.039	-3.192	1.0	1.0	14156	0.133	-1.879	0.998	1.0	11752	0.1	-2.194	0.999	1.0	12352	-1.276	1.65	1.2
FNBP4	ENSG00000109920	0.039	-3.193	1.0	1.0	14157	0.052	-2.913	1.0	1.0	13670	0.044	-3.069	1.0	1.0	13894	3.455	3.88	3.485
IQCH	ENSG00000103599	0.039	-3.196	1.0	1.0	14158	0.186	-1.474	0.993	1.0	10821	0.199	-1.393	0.992	1.0	10483	-8.301	-3.862	-3.063
MRTO4	ENSG00000053372	0.039	-3.198	1.0	1.0	14159	0.033	-3.371	1.0	1.0	14309	0.048	-2.994	1.0	1.0	13792	3.684	3.2	3.813
